id,sense_id,source_id,quoted_text,matched_span,source_locator,usage_analysis,paper_types,copyright_status,human_review
92cab17b-c0fa-5070-8e78-1e894e480785,2281d0a2-880f-5a04-8370-dd0703af0688,b3335777-dc5f-5448-a777-923e6115c08c,She's expecting twins.,twin,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
6186d57e-5492-5e64-a8d3-18d2897d14ba,56dcf74b-2a92-52cb-a03d-4203ecb35e10,b3335777-dc5f-5448-a777-923e6115c08c,"at birth, The baby weighed three kilos at birth.",birth,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
4c6c4969-1ee6-5ebd-9d24-7ff3ad1e72e3,04cba3c7-2e01-5920-9389-9d285c7ef90a,b3335777-dc5f-5448-a777-923e6115c08c,a heavy weight/load,heavy,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
8c1837ce-1924-5071-a2b1-4c85995f3a25,edeaa218-22a5-5fb1-96ad-d20f771264ec,b3335777-dc5f-5448-a777-923e6115c08c,He's strong enough to lift a car!,strong,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
fb699c08-e2e6-5136-b8dc-0a902887af77,ee9fa651-a20f-58d4-949e-c37d68ce5e16,b3335777-dc5f-5448-a777-923e6115c08c,Height: 210 mm. Width: 57 mm. Length: 170 mm.,height,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
af75b381-2e6e-526e-9646-f1f18e8c9582,5bafa0f3-f622-58da-ab90-bedc0ea45dd1,b3335777-dc5f-5448-a777-923e6115c08c,a pretty/pale/round face,face,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
b517e417-64dc-50d1-bec4-a1095d2b8edb,14c7a9c7-ca1f-5177-9799-bd2e2ddfb43b,b3335777-dc5f-5448-a777-923e6115c08c,a beautiful woman/girl,beautiful,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
c079738e-31ac-56bc-9325-40743274bc01,f1900b28-2319-5819-b280-3b931566c3a2,b3335777-dc5f-5448-a777-923e6115c08c,"in somebody's youth, He had been a talented musician in his youth.",youth,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
054aa7b5-9cd0-5155-9869-4a7338e2587c,e2ea3ab6-9341-51b3-8d40-ff47c6858f40,b3335777-dc5f-5448-a777-923e6115c08c,The suspect has dark hair and green eyes.,eye,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
0a886f63-5fcf-58f8-a84b-faec6e7b3190,899cf71a-9d34-55ac-972b-fd2f3cb32203,b3335777-dc5f-5448-a777-923e6115c08c,She's tall and thin.,tall,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
52b1d257-0865-5f56-a411-741444e50889,6f9ef7f1-5b8f-595d-82e6-b87eb07ba92d,b3335777-dc5f-5448-a777-923e6115c08c,She has long dark hair.,hair,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
52d026eb-e134-5552-ac2a-f5b11da70803,02e65940-25cc-5ab2-82f5-766056214ab1,b3335777-dc5f-5448-a777-923e6115c08c,a pretty face,pretty,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
c4cd1b5d-8625-51df-b369-2b39ead5aa30,3da62256-c643-5307-9958-89b6f43ba525,b3335777-dc5f-5448-a777-923e6115c08c,a healthy child/baby/adult,healthy,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
56f58e82-df8c-527f-bde9-22eb50b6bb86,f8470e60-0e8c-56bd-914e-c557612687d7,b3335777-dc5f-5448-a777-923e6115c08c,She is still weak after her illness.,weak,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
bb5785bb-1dbb-587f-8f25-c2d457514867,35493e1c-2884-5b0e-af70-68914b90ef25,b3335777-dc5f-5448-a777-923e6115c08c,Ian placed a hand on her shoulder.,hand,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
ab4ca973-8b21-5edd-b127-3c97e411c405,6e64c985-ff2a-5a01-9124-ecbc3646c82f,b3335777-dc5f-5448-a777-923e6115c08c,My feet are aching.,,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
8c93253b-d4a3-5799-9305-27291cd82220,d1ed4a9c-7842-5414-9de5-8f400b5662f6,b3335777-dc5f-5448-a777-923e6115c08c,She nodded her head in agreement.,head,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
424dae81-c5d8-5900-8fb3-fa4a85f70093,4d821d2d-3e86-5b54-b816-520d416ff979,b3335777-dc5f-5448-a777-923e6115c08c,The human body is a complex structure.,body,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
6bf9d58c-8e69-5dfd-97e8-5336d37cbed8,947e0e3a-a3f0-5bf0-af58-dc9480d04017,b3335777-dc5f-5448-a777-923e6115c08c,He escaped with only a broken arm.,arm,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
1809dcf4-9caf-54e1-9f07-c57b6329c5a2,b484ebee-6873-5b66-94a7-25f82a549c06,b3335777-dc5f-5448-a777-923e6115c08c,She had dark eyes and a long narrow nose.,nose,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
dba96bf1-7518-596d-8bd7-7d194536c0ff,7c0ffc26-c970-5638-94ad-7d256b25dd8d,b3335777-dc5f-5448-a777-923e6115c08c,She opened her mouth to say something.,mouth,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
622f0f48-d9bc-5304-948f-b08f9ed01696,53ad78bd-d644-5575-8cca-9fb1a76d6fcb,b3335777-dc5f-5448-a777-923e6115c08c,"childhood, adolescence, and adulthood",childhood,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
e31f4524-1384-5f34-bdfa-09e8b1ea6b74,26738ba2-e2d0-5ccf-b434-9a93f1d9b439,b3335777-dc5f-5448-a777-923e6115c08c,to have dark/pale skin,skin,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
36f3232e-e080-57ce-8f32-959843b8732f,f35b3ef4-4f5c-5ac8-bdc5-585516c726c0,b3335777-dc5f-5448-a777-923e6115c08c,the left/right ear,ear,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
17c78649-80aa-5851-8d73-640a8c94596f,93cf2c78-8fd9-57e9-939e-2b9da00cd239,b3335777-dc5f-5448-a777-923e6115c08c,"Sit on the floor, stretching your legs out in front of you.",leg,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
949d4146-657e-5746-8004-24602cd136e0,450550ba-e299-5612-a11b-89aa0b30f03f,b3335777-dc5f-5448-a777-923e6115c08c,I've just had a tooth out at the dentist's.,tooth,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
8e03fa29-01cb-575e-848f-7c15380eb3e0,244be9df-1d0d-5f95-99fc-c3a34f45c3f2,b3335777-dc5f-5448-a777-923e6115c08c,"look at somebody/something, Here, have a look at this.",look,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
f910cd1a-3f88-5e6a-9cf9-115a03759f5b,81d3908d-2fed-5641-8960-ca7e2f7e01f8,b3335777-dc5f-5448-a777-923e6115c08c,to laugh out loud,laugh,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
cdee38bd-17db-5fb5-817e-f71919fe0ded,67d7c662-bb72-5c82-96ce-d131dfd0e97f,b3335777-dc5f-5448-a777-923e6115c08c,I could hear voices in the next room.,voice,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
be53edfa-907f-5153-b4a0-7ed97c5a7f87,5c515fef-fdba-5716-a3e1-f539ab48cdd9,b3335777-dc5f-5448-a777-923e6115c08c,to smile slightly/broadly,smile,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
9865eb1a-2a6b-5d40-aeb2-733a7a954a9c,7bae26df-f96b-5fbc-93fa-34436a3a6998,b3335777-dc5f-5448-a777-923e6115c08c,the physical/outward/external appearance of something,appearance,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
a96e0b59-6d0c-57e2-82d6-0d706c1105b6,21d515a3-1065-5124-92a7-0d45d5f10410,b3335777-dc5f-5448-a777-923e6115c08c,My mother's dead; she died in 2017.,dead,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
14701f2f-54b8-5d50-86a8-23b279c5eec8,8eddbebf-1e55-5bce-8af8-889314c768ed,b3335777-dc5f-5448-a777-923e6115c08c,a male friend/colleague/partner,male,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
aaa26dc4-12bb-5245-a4f8-f89440b04680,9b3bbdf2-cf96-580c-a86d-84d98a4e0dae,b3335777-dc5f-5448-a777-923e6115c08c,a female student/employee/artist/athlete,female,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
df46430b-0d97-550d-8948-a4dbd0af0303,a2f63f21-8d8b-50ad-bebf-8eccc7a44ad4,b3335777-dc5f-5448-a777-923e6115c08c,a cute little baby,cute,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
d5c7a8f5-13a8-5f8e-b137-fdc2a070bb5c,6c5438ae-7a6f-50c2-8c81-304c517555a0,b3335777-dc5f-5448-a777-923e6115c08c,Is your mother still alive?,alive,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
b3f218ce-125e-5a87-ac0d-8aa4e200d8bf,8c630363-cd17-5ef2-a84d-cb971c0caf07,b3335777-dc5f-5448-a777-923e6115c08c,an elderly man/woman/lady,elderly,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
c0e21cc7-5c3d-5291-83a7-35a6fa589aec,1aca7022-2f75-5faf-a8be-707a311376d1,b3335777-dc5f-5448-a777-923e6115c08c,My wife is pregnant.,pregnant,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
acf9a3a0-515f-5a6a-8128-e1f1c731d7ae,d8aa4592-9f8d-50ee-989b-e391761ce82c,b3335777-dc5f-5448-a777-923e6115c08c,I don't care (= I will not be upset) if I never see him again!,care,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
d27ce077-989c-5ef8-b480-bbbb334dd13c,de4404c1-3d3b-502d-9b7a-42b14ee4769b,b3335777-dc5f-5448-a777-923e6115c08c,"support somebody/something, to support an idea/a view",support,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
8c77e1ed-c454-53f1-ac01-8f40100c7f07,a06bfa59-3158-5c65-b3e4-7f4201fd2174,b3335777-dc5f-5448-a777-923e6115c08c,I love you.,love,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
f8455798-54c1-5b9c-9c26-58e96ca4f707,12de099a-b401-5b0a-ab98-9c5893ee52fa,b3335777-dc5f-5448-a777-923e6115c08c,What can I do to help?,help,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
e08cbe2d-9656-559e-bc4f-7b4469593d04,819d1b9f-2dfb-576c-b3fc-237c007c878f,b3335777-dc5f-5448-a777-923e6115c08c,to live in a house/a flat/an apartment,live,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
89b43a7c-2e91-55ae-be4e-15d3f35d9f00,4eec6b22-7589-5961-9701-51cfa1aafedc,b3335777-dc5f-5448-a777-923e6115c08c,There isn't an empty table. Would you mind sharing?,,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
80390ae1-4373-54a3-9d96-33c3aab165ef,28173cca-fd95-5304-9bb6-3ddf5957ee80,b3335777-dc5f-5448-a777-923e6115c08c,My parents are coming to visit me next week.,visit,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
167235fe-a6f5-5794-81e3-627f6fd8ddeb,9cccae4b-b7b3-5314-8da7-7391d887755a,b3335777-dc5f-5448-a777-923e6115c08c,a personal/working relationship,relationship,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
1c6405a7-6a7c-5f34-8a74-02a614d02d40,dfbbd175-590c-52bf-999a-4ad8d527b299,b3335777-dc5f-5448-a777-923e6115c08c,"remember somebody/something, This is Carla. Do you remember her?",remember,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
c670a9b6-e44c-5cc7-a9a3-98ef9885826b,a2580559-3afa-52ce-ab17-e8d73a0014d3,b3335777-dc5f-5448-a777-923e6115c08c,"know something, No one knows the answer.",know,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,{},private_study_only,false
