id,sense_id,question_type_id,type_code,category,answer_form,word_id,example_id,stem,correct_answer,difficulty,is_active,generation_version,human_review,prompt_hint,translation_zh,expected_time_ms,question_type_key,is_context_hint,context_for_multiple_meaning
fb5a3c1d-a52c-5859-9dc0-2284bdceed42,984a8d58-de7e-54cf-96cf-391d0991b6eb,2,2,new_word,option,db2ade4d-7860-50fb-aff3-3ee580817824,,girl or woman who has the same mother and father as another person,sister,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,姐妹；姐姐；妹妹,12000,meaning_choice,false,false
36be6f6d-76e5-5ab2-9842-dafc5949d9a3,984a8d58-de7e-54cf-96cf-391d0991b6eb,2,2,new_word,option,db2ade4d-7860-50fb-aff3-3ee580817824,72569797-77c6-5600-a843-e716aca578ed,"My sister has long black hair.

句中“sister”是什么意思？",sister,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我姐姐留着黑色长发。,15000,reading_comprehension,false,false
4cdab32f-97e7-50ab-bb5f-0ce911cb2171,984a8d58-de7e-54cf-96cf-391d0991b6eb,1,1,new_word,keyboard,db2ade4d-7860-50fb-aff3-3ee580817824,0631e2de-c145-562c-a39c-aa3fa70c4286,Her s_____ lives in another city.,sister,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她妹妹住在另一个城市。,18000,sentence_cloze_typing,false,false
b6415ab0-477e-5c9d-a511-0e98fe1a6e71,984a8d58-de7e-54cf-96cf-391d0991b6eb,3,3,new_word,keyboard,db2ade4d-7860-50fb-aff3-3ee580817824,72569797-77c6-5600-a843-e716aca578ed,My ______ has long black hair.,sister,4.0,true,level_1_5_reviewed_v1,false,姐妹；姐姐；妹妹,我姐姐留着黑色长发。,12000,sentence_cloze_typing,false,false
e15375cc-a1d1-556f-9a6a-094555546800,464a2429-5933-547e-8a0a-b02f137222c7,2,2,new_word,option,8d608264-f4c6-5260-9778-58905566cb06,,two people who are married or in a romantic relationship,couple,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,夫妻；情侣,12000,meaning_choice,false,false
d77acc50-6054-5d85-8e87-4eca7c55f5ca,464a2429-5933-547e-8a0a-b02f137222c7,2,2,new_word,option,8d608264-f4c6-5260-9778-58905566cb06,aa772e08-d634-5193-915b-12f4a4b8b9c6,"The couple moved into a new house.

句中“couple”是什么意思？",couple,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,这对夫妻搬进了一所新房子。,15000,reading_comprehension,false,false
ac6c164f-3bc9-5b69-8b4a-12fe3fafa851,464a2429-5933-547e-8a0a-b02f137222c7,1,1,new_word,keyboard,8d608264-f4c6-5260-9778-58905566cb06,89808d4c-63dc-5f05-8d15-a351649cd53d,An elderly c_____ lives next door.,couple,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,一对老年夫妇住在隔壁。,18000,sentence_cloze_typing,false,false
8891fe1d-2c00-56e1-b108-44a2886ab5f1,464a2429-5933-547e-8a0a-b02f137222c7,3,3,new_word,keyboard,8d608264-f4c6-5260-9778-58905566cb06,aa772e08-d634-5193-915b-12f4a4b8b9c6,The ______ moved into a new house.,couple,4.0,true,level_1_5_reviewed_v1,false,夫妻；情侣,这对夫妻搬进了一所新房子。,12000,sentence_cloze_typing,false,false
eb1ea027-2668-5b84-8b3e-36ca6a466ecc,2581a8bc-9c9d-594a-8d91-454f0788f557,2,2,new_word,option,4c9a1056-f128-55d3-be94-90c4d1d97721,,having a husband or wife,married,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,已婚的,12000,meaning_choice,false,false
9ad6e76c-0d38-5f93-888d-4c0733f9cb03,2581a8bc-9c9d-594a-8d91-454f0788f557,2,2,new_word,option,4c9a1056-f128-55d3-be94-90c4d1d97721,0ff8cbd8-9728-55dc-b770-9282c874095f,"They have been married for ten years.

句中“married”是什么意思？",married,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他们已经结婚十年了。,15000,reading_comprehension,false,false
7b3f8f59-f47c-5c3e-9a4d-ced9f47df121,2581a8bc-9c9d-594a-8d91-454f0788f557,1,1,new_word,keyboard,4c9a1056-f128-55d3-be94-90c4d1d97721,4cdeed9e-17ae-52f4-9507-5a9dd735d092,My m______ sister lives in Boston.,married,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我已婚的姐姐住在波士顿。,18000,sentence_cloze_typing,false,false
d87eb13d-6aa9-518f-849a-e82fe7eaa708,2581a8bc-9c9d-594a-8d91-454f0788f557,3,3,new_word,keyboard,4c9a1056-f128-55d3-be94-90c4d1d97721,0ff8cbd8-9728-55dc-b770-9282c874095f,They have been ______ for ten years.,married,4.0,true,level_1_5_reviewed_v1,false,已婚的,他们已经结婚十年了。,12000,sentence_cloze_typing,false,false
1f407d2a-38c5-51e0-aa90-13ced32b0783,409986c8-ffcc-53b7-aace-b384482ff18c,2,2,new_word,option,9de3bbdc-b298-5665-8209-eab713778aeb,,fully grown person who is legally responsible for their actions,adult,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,成年人,12000,meaning_choice,false,false
ddba944d-0f24-53dd-826a-40fd51cb0b4b,409986c8-ffcc-53b7-aace-b384482ff18c,2,2,new_word,option,9de3bbdc-b298-5665-8209-eab713778aeb,2cf1d49a-1041-58be-b5db-5c88c17d29ee,"Every adult needs an identification card.

句中“adult”是什么意思？",adult,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,每个成年人都需要身份证件。,15000,reading_comprehension,false,false
407f289c-2b9b-5654-883c-e3291c2c97a5,409986c8-ffcc-53b7-aace-b384482ff18c,1,1,new_word,keyboard,9de3bbdc-b298-5665-8209-eab713778aeb,69a140db-022b-57f0-b271-9a107e32a61a,An a____ must accompany the young child.,adult,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,必须有成年人陪同这个小孩。,18000,sentence_cloze_typing,false,false
bc35e8d6-b020-5276-a1a4-62f8ba07253a,409986c8-ffcc-53b7-aace-b384482ff18c,3,3,new_word,keyboard,9de3bbdc-b298-5665-8209-eab713778aeb,2cf1d49a-1041-58be-b5db-5c88c17d29ee,Every ______ needs an identification card.,adult,4.0,true,level_1_5_reviewed_v1,false,成年人,每个成年人都需要身份证件。,12000,sentence_cloze_typing,false,false
81bba487-4170-51cb-a7ee-30d4ad7eeb28,e1bcf777-956c-5d38-a71e-250e52b99b59,2,2,new_word,option,245d2d61-2f57-571e-96d1-500d63d0d20f,,human as an individual,person,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,人；个人,12000,meaning_choice,false,false
55a6810c-37f2-5d4d-93da-79922c5cb718,e1bcf777-956c-5d38-a71e-250e52b99b59,2,2,new_word,option,245d2d61-2f57-571e-96d1-500d63d0d20f,31357da7-0403-5dba-8317-bff64813fb1f,"Only one person can enter at a time.

句中“person”是什么意思？",person,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,每次只能有一个人进入。,15000,reading_comprehension,false,false
7a210e76-4d4a-5ab9-8629-73cc8e6a53d6,e1bcf777-956c-5d38-a71e-250e52b99b59,1,1,new_word,keyboard,245d2d61-2f57-571e-96d1-500d63d0d20f,4d3603ce-141e-5be3-a0fd-849d70debdf3,She is a kind and honest p_____.,person,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她是一个善良诚实的人。,18000,sentence_cloze_typing,false,false
2751e25c-54f5-53d5-8e90-93c5ddcf517e,e1bcf777-956c-5d38-a71e-250e52b99b59,3,3,new_word,keyboard,245d2d61-2f57-571e-96d1-500d63d0d20f,31357da7-0403-5dba-8317-bff64813fb1f,Only one ______ can enter at a time.,person,4.0,true,level_1_5_reviewed_v1,false,人；个人,每次只能有一个人进入。,12000,sentence_cloze_typing,false,false
8d19e06a-081b-534e-9813-7c4342eaf9d5,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,2,2,new_word,option,d033c83a-e3c4-5238-bf32-65690bab8769,,the sister of your father or mother; the wife of your uncle or aunt,aunt,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,姑妈；姨妈；伯母；婶母,12000,meaning_choice,false,false
8b86efb0-5582-540c-84b0-fbc20942466d,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,2,2,new_word,option,d033c83a-e3c4-5238-bf32-65690bab8769,995ce595-ea67-57c8-a2d1-a5311ef7d569,"My aunt visits us every summer.

句中“aunt”是什么意思？",aunt,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我姑妈每年夏天来看我们。,15000,reading_comprehension,false,false
