id,sense_id,sentence_en,translation_zh,target_span,origin,difficulty_band,source_id,review_status,human_review,audio_path,sort_order
cbc3b831-6648-5448-ba0b-b0a26aaa28cd,4c1c4ca1-9c12-5d99-9a7a-945083c7efaa,Her grandfather walks every morning.,她外祖父每天早上散步。,grandfather,human_written,4.0,,approved,false,,2
14544292-710c-5d04-a4b5-6df37408cf54,3f4c9516-cf61-5007-8264-385a2c38c3ca,A good friend listens when you need help.,好朋友会在你需要帮助时倾听。,friend,human_written,4.0,,approved,false,,1
bde73c52-8586-526d-9bb2-45fffda90730,3f4c9516-cf61-5007-8264-385a2c38c3ca,My friend lives near the school.,我的朋友住在学校附近。,friend,human_written,4.0,,approved,false,,2
e9f93192-00ba-598f-a725-5f3ba451af69,0b3f2002-c5a5-52d9-b4ca-c72d24e495a9,Every kid received a new book.,每个孩子都收到了一本新书。,kid,human_written,4.0,,approved,false,,1
d20a10dc-7b4a-5270-b81b-7cff73dd5e22,0b3f2002-c5a5-52d9-b4ca-c72d24e495a9,The kid ran home after school.,那个孩子放学后跑回了家。,kid,human_written,4.0,,approved,false,,2
745ddc59-92e2-5095-823e-dc5cc0313a6b,90c36f21-c660-586d-844c-44e84b41534f,Mom left breakfast on the table.,妈妈把早餐放在桌上。,mom,human_written,4.0,,approved,false,,1
f0ff1907-cc99-543e-a24e-9d7c15a1b198,90c36f21-c660-586d-844c-44e84b41534f,My mom works near our home.,我妈妈在家附近工作。,mom,human_written,4.0,,approved,false,,2
dbc539e6-6b9f-5884-aa2a-6c4ee4631eb0,dc20cba3-d589-5996-a220-bab69f868f9b,Please write your full name here.,请在这里写下你的全名。,name,human_written,4.0,,approved,false,,1
5e8253c4-f5f3-5c25-b7f1-1bb1de6b3264,dc20cba3-d589-5996-a220-bab69f868f9b,Her name is printed on the card.,她的名字印在卡片上。,name,human_written,4.0,,approved,false,,2
8e30dc39-b107-5ac9-bdde-94c71d308bea,3b4751c0-c42d-58a3-8492-fef90debae3a,The young child needs help crossing the road.,这个年幼的孩子过马路时需要帮助。,young,human_written,4.0,,approved,false,,1
0df74881-8656-52ec-b9a0-0b992fdabf5b,3b4751c0-c42d-58a3-8492-fef90debae3a,She became a doctor at a young age.,她很年轻时就成为了医生。,young,human_written,4.0,,approved,false,,2
08e72299-462d-527d-878f-01e5ba899ba3,7b0b962f-ca73-5289-8ab7-b1b27d15b765,Each grandparent received a family photo.,每位祖父母都收到了一张全家福。,grandparent,human_written,4.0,,approved,false,,1
ceadfc61-f0aa-5f9e-a948-b19132cc1883,7b0b962f-ca73-5289-8ab7-b1b27d15b765,A grandparent often shares family history.,祖父母常常讲述家族历史。,grandparent,human_written,4.0,,approved,false,,2
4fc87f2f-3490-5850-9f38-46cc0952f3fb,8d767542-c08d-5124-a263-af8ed8093e72,The old man walks slowly but steadily.,那位老人走得慢但很稳。,old,human_written,4.0,,approved,false,,1
92286361-a368-587a-ac28-644b9d238408,8d767542-c08d-5124-a263-af8ed8093e72,Her dog is old but still active.,她的狗年纪大了，但仍然很活跃。,old,human_written,4.0,,approved,false,,2
1a899a6d-d658-589b-8f2b-f0ff21b7607e,4d9bca1a-6d25-574d-86a9-c33b0a5ad9ff,My study partner helps me practice English.,我的学习搭档帮助我练习英语。,partner,human_written,4.0,,approved,false,,1
8bf030e3-244e-515d-9634-eafe6cd58880,4d9bca1a-6d25-574d-86a9-c33b0a5ad9ff,She discussed the plan with her partner.,她和搭档讨论了这个计划。,partner,human_written,4.0,,approved,false,,2
b386aeda-e31d-569d-8305-e0e18528d8fc,08dd3a2f-4c5f-5224-a479-788cb15b004f,The teenager takes the bus to school.,这名青少年乘公共汽车上学。,teenager,human_written,4.0,,approved,false,,1
997f4888-c7b8-5c52-afcd-ff2b2721ab3e,08dd3a2f-4c5f-5224-a479-788cb15b004f,Every teenager needs enough sleep.,每个青少年都需要充足的睡眠。,teenager,human_written,4.0,,approved,false,,2
523e2ed7-742e-5d01-b02d-525c90c58495,2281d0a2-880f-5a04-8370-dd0703af0688,Her twin looks very similar to her.,她的双胞胎姐妹和她长得很像。,twin,human_written,4.0,,approved,false,,1
19558e3b-ba7f-5fc5-8fbf-3da3c2773921,2281d0a2-880f-5a04-8370-dd0703af0688,"One twin likes music, and the other likes sports.",一个双胞胎喜欢音乐，另一个喜欢运动。,twin,human_written,4.0,,approved,false,,2
25525334-f092-554d-8144-b5368a9a1d24,2ab36c75-6ca0-5b18-912d-66b49c27aca6,Their grandson visits every weekend.,他们的孙子每个周末都来看望他们。,grandson,human_written,4.0,,approved,false,,1
30292946-a597-5ca4-99b8-077692f65dd5,2ab36c75-6ca0-5b18-912d-66b49c27aca6,My grandson is learning to read.,我的外孙正在学习阅读。,grandson,human_written,4.0,,approved,false,,2
0bfa390f-2909-5dd2-9250-1a8a4e84615c,7bead368-6855-512e-b445-1973a2a9ab8a,Her granddaughter made this birthday card.,她的孙女制作了这张生日卡。,granddaughter,human_written,4.0,,approved,false,,1
4f07b1c3-6623-58ed-8729-ad88c02e8b88,7bead368-6855-512e-b445-1973a2a9ab8a,My granddaughter starts school next month.,我的外孙女下个月开始上学。,granddaughter,human_written,4.0,,approved,false,,2
0bbf551b-665e-54e5-81ab-81a8bb1a1266,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,My nephew is my sister's son.,我的外甥是我姐姐的儿子。,nephew,human_written,4.0,,approved,false,,1
f690ff50-2886-539e-895e-4f3ca4165647,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,Her nephew stayed with her during summer.,她侄子暑假期间和她住在一起。,nephew,human_written,4.0,,approved,false,,2
443383c4-e386-59be-9099-48eafa818d17,dfd86877-919a-5fa2-a026-bb346e510e25,Our neighbor lives in the house next door.,我们的邻居住在隔壁的房子里。,neighbor,human_written,4.0,,approved,false,,1
64dc0f6b-ff04-5e78-850f-288035b8a57e,dfd86877-919a-5fa2-a026-bb346e510e25,A friendly neighbor helped carry the boxes.,一位友好的邻居帮忙搬箱子。,neighbor,human_written,4.0,,approved,false,,2
2c33bcb4-0895-536b-9891-e088b15f9f0a,bead0702-e45d-5604-8202-988dafe1c562,My niece is my brother's daughter.,我的侄女是我哥哥的女儿。,niece,human_written,4.0,,approved,false,,1
5c19713c-a787-51b3-95d3-d3dddd810907,bead0702-e45d-5604-8202-988dafe1c562,Her niece loves drawing animals.,她外甥女喜欢画动物。,niece,human_written,4.0,,approved,false,,2
03243229-e46b-50ed-b47d-3abddfbf6f7b,538f9710-2133-5372-9d79-c0975840a82d,He is short but very strong.,他个子矮，但很强壮。,short,human_written,4.0,,approved,false,,1
8faef4f7-032f-5616-b03f-41fe2bb2c315,538f9710-2133-5372-9d79-c0975840a82d,She has short brown hair.,她留着棕色短发。,short,human_written,4.0,,approved,false,,2
78f5e18a-9129-5446-83b8-3a28f7a2b7c4,52411c24-8286-5f2d-8caf-2e2c3c6a948a,Children grow quickly during their early years.,孩子在幼年时期成长得很快。,grow,human_written,4.0,,approved,false,,1
77faefc0-ba84-5b22-9b1a-e4847cae5e11,52411c24-8286-5f2d-8caf-2e2c3c6a948a,Plants need water and light to grow.,植物需要水和阳光才能生长。,grow,human_written,4.0,,approved,false,,2
a168db31-8a47-526f-b551-66eaf94a943e,56dcf74b-2a92-52cb-a03d-4203ecb35e10,The baby's birth brought joy to the family.,婴儿的出生给家庭带来了喜悦。,birth,human_written,4.0,,approved,false,,1
f4e08d61-7a92-54de-87d7-e4366ed169e9,56dcf74b-2a92-52cb-a03d-4203ecb35e10,Please enter your date of birth.,请输入你的出生日期。,birth,human_written,4.0,,approved,false,,2
4082e533-6b06-5ae0-aa23-317218ac0f54,04cba3c7-2e01-5920-9389-9d285c7ef90a,This box is too heavy for the child.,这个箱子对孩子来说太重了。,heavy,human_written,4.0,,approved,false,,1
3d1a5796-7f1d-57bb-904f-9e669129df6d,04cba3c7-2e01-5920-9389-9d285c7ef90a,He carried a heavy bag upstairs.,他把一个重袋子搬上了楼。,heavy,human_written,4.0,,approved,false,,2
2a1b0cdc-c41a-5f9c-9f61-ff597286fb1b,edeaa218-22a5-5fb1-96ad-d20f771264ec,Regular exercise can make your body strong.,规律运动可以使身体强壮。,strong,human_written,4.0,,approved,false,,1
d6090fe2-be1f-51cb-b58c-b16ae6b630aa,edeaa218-22a5-5fb1-96ad-d20f771264ec,Her strong arms lifted the chair easily.,她强壮的手臂轻松举起了椅子。,strong,human_written,4.0,,approved,false,,2
14f385d7-d977-5317-b13e-aaebf5fa81bc,ee9fa651-a20f-58d4-949e-c37d68ce5e16,The nurse measured the child's height.,护士测量了孩子的身高。,height,human_written,4.0,,approved,false,,1
d738b848-051a-5b2c-a83a-36703412d923,ee9fa651-a20f-58d4-949e-c37d68ce5e16,His height is written on the form.,他的身高写在表格上。,height,human_written,4.0,,approved,false,,2
6d99e78b-607c-53d5-b513-e9de6af447dc,5bafa0f3-f622-58da-ab90-bedc0ea45dd1,She washed her face with warm water.,她用温水洗脸。,face,human_written,4.0,,approved,false,,1
21ed8d36-610b-59a2-aac8-58686934443d,5bafa0f3-f622-58da-ab90-bedc0ea45dd1,A smile appeared on his face.,他的脸上露出了微笑。,face,human_written,4.0,,approved,false,,2
1d0e7c0f-ec50-5006-b665-3b01d88d3e1c,14c7a9c7-ca1f-5177-9799-bd2e2ddfb43b,The garden looks beautiful in spring.,花园在春天看起来很美。,beautiful,human_written,4.0,,approved,false,,1
8f0245e9-5302-5350-933f-8dea9ad761c7,14c7a9c7-ca1f-5177-9799-bd2e2ddfb43b,She wore a beautiful blue dress.,她穿着一条漂亮的蓝色连衣裙。,beautiful,human_written,4.0,,approved,false,,2
cca812ec-4d81-5533-bf9d-fc176f656f71,f1900b28-2319-5819-b280-3b931566c3a2,He spent his youth in a small town.,他的青年时期在一个小镇度过。,youth,human_written,4.0,,approved,false,,1
7b954843-240a-5f60-bcf8-d307c22cef0c,f1900b28-2319-5819-b280-3b931566c3a2,Regular exercise during youth builds healthy habits.,年轻时经常运动能养成健康习惯。,youth,human_written,4.0,,approved,false,,2
3051d454-357b-5c20-b2e7-ff61dedfe4ec,e2ea3ab6-9341-51b3-8d40-ff47c6858f40,Dust got into my left eye.,灰尘进了我的左眼。,eye,human_written,4.0,,approved,false,,1
ae3ebb73-cb5a-5e2b-9b91-6243843e05d7,e2ea3ab6-9341-51b3-8d40-ff47c6858f40,Her eye was red after swimming.,她游泳后眼睛发红。,eye,human_written,4.0,,approved,false,,2
38741fa9-d52d-59d8-8ef3-bd9b75024d09,899cf71a-9d34-55ac-972b-fd2f3cb32203,The tall student stood at the back.,那个高个子学生站在后面。,tall,human_written,4.0,,approved,false,,1
debc9d8d-3c5f-57e6-a952-7a096f47fd2d,899cf71a-9d34-55ac-972b-fd2f3cb32203,This building is tall and narrow.,这栋建筑又高又窄。,tall,human_written,4.0,,approved,false,,2
9e672828-6b44-59a8-a85e-ee5d4e07e286,9805e16b-0483-5d86-a2b7-9c9a95d8e8bc,She was born in Chicago.,她出生在芝加哥。,born,human_written,4.0,,approved,false,,1
d4a8dbc3-9e20-587f-b119-b864b59fb206,9805e16b-0483-5d86-a2b7-9c9a95d8e8bc,Their first child was born in May.,他们的第一个孩子出生在五月。,born,human_written,4.0,,approved,false,,2
f39e1c11-18bf-5aab-9c15-1134778ea3d3,6f9ef7f1-5b8f-595d-82e6-b87eb07ba92d,Her hair is long and black.,她的头发又长又黑。,hair,human_written,4.0,,approved,false,,1
9542849e-343a-500d-9836-e9b56fd8c992,6f9ef7f1-5b8f-595d-82e6-b87eb07ba92d,He washes his hair every morning.,他每天早上洗头。,hair,human_written,4.0,,approved,false,,2
6169cf15-16ee-5122-ba5d-06f2fac95a38,02e65940-25cc-5ab2-82f5-766056214ab1,The child wore a pretty pink coat.,那个孩子穿着一件漂亮的粉色外套。,pretty,human_written,4.0,,approved,false,,1
d87a14e3-3508-58a2-a5dc-dcedb1300706,02e65940-25cc-5ab2-82f5-766056214ab1,These flowers look pretty on the table.,这些花放在桌上很好看。,pretty,human_written,4.0,,approved,false,,2
ce2d1dcc-ef82-59a5-afa4-1dec1d71c188,619174b4-e9f0-507f-98ae-45d7fc7f7c5c,He became thin after a long illness.,他久病之后变瘦了。,thin,human_written,4.0,,approved,false,,1
5e875c79-4a8e-5cbd-9681-b4aade575e95,619174b4-e9f0-507f-98ae-45d7fc7f7c5c,The doctor said she was too thin.,医生说她太瘦了。,thin,human_written,4.0,,approved,false,,2
48796b1b-3165-5ba1-95d1-b4b9fb52edb6,3da62256-c643-5307-9958-89b6f43ba525,"A healthy child needs food, sleep, and exercise.",健康的孩子需要食物、睡眠和运动。,healthy,human_written,4.0,,approved,false,,1
ec45f532-7a95-5c62-a21d-2ded0b169ef0,3da62256-c643-5307-9958-89b6f43ba525,Walking every day keeps her healthy.,每天散步使她保持健康。,healthy,human_written,4.0,,approved,false,,2
29b5a188-5213-5f7b-aa45-88b455188d89,f8470e60-0e8c-56bd-914e-c557612687d7,He felt weak after being sick.,他生病后感到虚弱。,weak,human_written,4.0,,approved,false,,1
c4fbc3c5-afe9-5f53-a427-31a3eb3cd5a8,f8470e60-0e8c-56bd-914e-c557612687d7,Her legs were too weak to stand.,她的双腿太虚弱，无法站立。,weak,human_written,4.0,,approved,false,,2
4019b6b9-90f5-5e03-9c3a-f1e412897fc1,35493e1c-2884-5b0e-af70-68914b90ef25,Please wash your hand before eating.,吃饭前请洗手。,hand,human_written,4.0,,approved,false,,1
467d9838-99f0-5a91-945d-5931f4b739ea,35493e1c-2884-5b0e-af70-68914b90ef25,She held the cup in one hand.,她一只手拿着杯子。,hand,human_written,4.0,,approved,false,,2
348d393b-2e47-5cba-b67d-03a245d7df3a,6e64c985-ff2a-5a01-9124-ecbc3646c82f,He hurt his left foot while running.,他跑步时伤了左脚。,foot,human_written,4.0,,approved,false,,1
7cbaf600-9f50-5fb3-a189-782301703ea7,6e64c985-ff2a-5a01-9124-ecbc3646c82f,She put one foot on the stairs.,她把一只脚放在楼梯上。,foot,human_written,4.0,,approved,false,,2
73008f9c-1379-5156-9875-c0bba6f2af3e,d1ed4a9c-7842-5414-9de5-8f400b5662f6,Wear a hat to protect your head.,戴帽子保护头部。,head,human_written,4.0,,approved,false,,1
5e8cd0fb-7362-5f42-a886-832aca4f6f62,d1ed4a9c-7842-5414-9de5-8f400b5662f6,He turned his head toward the door.,他把头转向门口。,head,human_written,4.0,,approved,false,,2
f0a5c59c-c23a-5e08-87db-26f0e33966ed,4d821d2d-3e86-5b54-b816-520d416ff979,Exercise keeps the body strong and healthy.,运动使身体强壮健康。,body,human_written,4.0,,approved,false,,1
6e17c5ab-1a38-5faa-92a7-571971041b51,4d821d2d-3e86-5b54-b816-520d416ff979,Your body needs time to rest.,你的身体需要时间休息。,body,human_written,4.0,,approved,false,,2
e9beae35-3a0b-522d-8f4d-4bad4dc1077a,947e0e3a-a3f0-5bf0-af58-dc9480d04017,She carried the baby in one arm.,她用一只手臂抱着婴儿。,arm,human_written,4.0,,approved,false,,1
e87c2372-1ee9-5704-aa7a-e3cdd21d33e3,947e0e3a-a3f0-5bf0-af58-dc9480d04017,He raised his arm to ask a question.,他举起手臂提问。,arm,human_written,4.0,,approved,false,,2
0a1d0e31-5638-58f8-8821-0dd44d2f04e1,b484ebee-6873-5b66-94a7-25f82a549c06,The cold air made my nose red.,冷空气使我的鼻子发红。,nose,human_written,4.0,,approved,false,,1
36b45ebd-ff4a-5993-a8fb-d9436343abdf,b484ebee-6873-5b66-94a7-25f82a549c06,She covered her nose near the smoke.,她在烟雾附近捂住了鼻子。,nose,human_written,4.0,,approved,false,,2
35c841f1-24ac-54bc-bd96-275fd5299cc6,7c0ffc26-c970-5638-94ad-7d256b25dd8d,"Open your mouth and say ""ah.""",张开嘴说“啊”。,mouth,human_written,4.0,,approved,false,,1
