record_type,record_id,headword,previous_human_review,decision,final_definition_en,final_definition_zh,human_review,review_status
word_sense,honest_adj_1,honest,T,approved_with_correction,"always telling the truth, and never stealing or cheating",诚实的,F,approved
word_sense,raise_v_1,raise,T,approved,to care for a child until the child becomes an adult,抚养；养育,F,approved
word_sense,value_n_1,value,T,approved,a belief about what is important or morally right,价值观；准则,F,approved
word_sense,different_adj_1,different,F,approved,not the same as somebody/something; not like somebody/something else,不同的,F,approved
word_sense,argument_n_1,argument,T,approved_with_correction,"conversation or discussion in which two or more people disagree, often angrily",争吵；争论,F,approved
word_sense,agree_v_1,agree,T,approved_with_correction,to have the same opinion as somebody; to say that you have the same opinion,同意,F,approved
word_sense,similar_adj_1,similar,T,approved_with_correction,like somebody/something but not exactly the same,相似的,F,approved
word_sense,polite_adj_1,polite,T,approved_with_correction,having or showing good manners and respect for the feelings of others,有礼貌的,F,approved
word_sense,attitude_n_1,attitude,T,approved_with_correction,the way that you think and feel about somebody/something; the way that you behave towards somebody/something that shows how you think and feel,态度,F,approved
word_sense,responsible_adj_1,responsible,T,approved_with_correction,"having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong",负责任的,F,approved
word_sense,tradition_n_1,tradition,T,approved_with_correction,"belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs",传统,F,approved
word_sense,together_adv_1,together,T,approved_with_correction,with or near to somebody/something else; with each other,一起；共同,F,approved
word_sense,common_adj_1,common,T,approved_with_correction,happening often; existing in large numbers or in many places,常见的；共同的,F,approved
word_sense,influence_n_1,influence,T,approved_with_correction,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,影响,F,approved
word_sense,protect_v_1,protect,T,approved_with_correction,"to make sure that somebody/something is not harmed, injured, damaged, etc.",保护,F,approved
word_sense,close_adj_1,close,T,approved_with_correction,having a strong and friendly relationship,亲密的；关系密切的,F,approved
word_sense,alone_adj_1,alone,T,approved_with_correction,without any other people,独自的；单独的,F,approved
word_sense,generation_n_1,generation,T,approved_with_correction,all the people who were born at about the same time,一代人,F,approved
word_sense,disagree_v_1,disagree,T,approved_with_correction,"if two people disagree or one person disagrees with another about something, they have a different opinion about it",不同意；有分歧,F,approved
word_sense,encourage_v_1,encourage,T,approved_with_correction,"to give somebody support, courage or hope",鼓励,F,approved
word_sense,behavior_n_1,behavior,T,approved_with_correction,manner of acting or controlling yourself,行为；举止,F,approved
word_sense,communicate_v_1,communicate,T,approved_with_correction,"to share or exchange information, news, ideas, feelings, etc.",沟通；交流,F,approved
word_sense,house_n_1,house,T,approved_with_correction,"building for people to live in, usually for one family",房子；住宅,F,approved
word_sense,building_n_1,building,T,approved_with_correction,structure such as a house or school that has a roof and walls,建筑物,F,approved
word_sense,room_n_1,room,T,approved_with_correction,"part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose",房间,F,approved
word_sense,home_n_1,home,T,approved,the house or apartment where a person lives,家；住所,F,approved
word_sense,wall_n_1,wall,T,approved_with_correction,"long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land",墙；墙壁,F,approved
word_sense,bedroom_n_1,bedroom,F,approved,room for sleeping in,卧室,F,approved
word_sense,apartment_n_1,apartment,T,approved_with_correction,"set of rooms for living in, usually on one floor of a building",公寓,F,approved
word_sense,bathroom_n_1,bathroom,T,approved_with_correction,"room in which there is a bath, a washbasin and often a toilet",浴室；卫生间,F,approved
word_sense,kitchen_n_1,kitchen,T,approved_with_correction,room in which meals are cooked or prepared,厨房,F,approved
word_sense,window_n_1,window,T,approved_with_correction,"an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window",窗户,F,approved
word_sense,floor_n_1,floor,T,approved_with_correction,the surface of a room that you walk on,地板,F,approved
word_sense,door_n_1,door,F,approved,"piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard",门,F,approved
word_sense,garden_n_1,garden,T,approved_with_correction,"piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)",花园,F,approved
word_sense,table_n_1,table,T,approved_with_correction,piece of furniture that consists of a flat top supported by legs,桌子,F,approved
word_sense,chair_n_1,chair,T,approved_with_correction,"piece of furniture for one person to sit on, with a back, a seat and four legs",椅子,F,approved
word_sense,hall_n_1,hall,T,approved_with_correction,space or passage inside the entrance or front door of a building,门厅；走廊,F,approved
word_sense,roof_n_1,roof,T,approved_with_correction,the structure that covers or forms the top of a building or vehicle,屋顶,F,approved
word_sense,bed_n_1,bed,T,approved_with_correction,piece of furniture for sleeping on,床,F,approved
word_sense,yard_n_1,yard,T,approved_with_correction,an area of land next to a house,院子,F,approved
word_sense,furniture_n_1,furniture,T,approved_with_correction,"objects that can be moved, such as tables, chairs and beds, that are put into a house or an office to make it suitable for living or working in",家具,F,approved
word_sense,ceiling_n_1,ceiling,F,approved,the top inside surface of a room,天花板,F,approved
word_sense,desk_n_1,desk,T,approved_with_correction,"piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling them open), that you sit at to read, write, work, etc.",书桌；办公桌,F,approved
word_sense,light_n_1,light,T,approved,a lamp or other object that produces light,灯；光源,F,approved
word_sense,entrance_n_1,entrance,T,approved_with_correction,"door, gate, passage, etc. used for entering a room, building or place",入口,F,approved
word_sense,garage_n_1,garage,T,approved_with_correction,building for keeping one or more cars or other vehicles in,车库,F,approved
word_sense,shelf_n_1,shelf,T,approved_with_correction,"flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on",架子；搁板,F,approved
word_sense,key_n_1,key,T,approved_with_correction,"piece of metal with a special shape used for locking a door, starting a car, etc.",钥匙,F,approved
word_sense,mirror_n_1,mirror,T,approved_with_correction,"piece of special flat glass that reflects images, so that you can see yourself when you look in it",镜子,F,approved
word_sense,carpet_n_1,carpet,T,approved_with_correction,"piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for carpets",地毯,F,approved
word_sense,lamp_n_1,lamp,F,approved,"device that uses electricity, oil or gas to produce light",灯,F,approved
word_sense,lock_n_1,lock,T,approved_with_correction,"device that keeps a door, window, box, etc. shut, usually needing a key to open it",锁,F,approved
word_sense,stairs_n_1,stairs,T,approved,a flight of stairs or a flight of steps,楼梯,F,approved
word_sense,shower_n_1,shower,T,approved_with_correction,equipment that sprays water so a person can wash,淋浴器,F,approved
word_sense,cabinet_n_1,cabinet,T,approved,a piece of furniture with shelves or drawers used for storage,橱柜；储物柜,F,approved
word_sense,curtain_n_1,curtain,T,approved_with_correction,piece of cloth that is hung to cover a window,窗帘,F,approved
word_sense,balcony_n_1,balcony,T,approved_with_correction,a platform outside an upper floor of a building,阳台,F,approved
word_sense,toilet_n_1,toilet,T,approved_with_correction,large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,马桶；厕所,F,approved
word_sense,closet_n_1,closet,T,approved,a small storage space or cupboard for clothes and other things,壁橱；衣橱,F,approved
word_sense,drawer_n_1,drawer,T,approved_with_correction,a boxlike container in a piece of furniture; made so as to slide in and out,抽屉,F,approved
word_sense,couch_n_1,couch,T,approved,a long comfortable seat for two or more people,长沙发,F,approved
word_sense,wardrobe_n_1,wardrobe,T,approved_with_correction,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,衣柜；衣橱,F,approved
word_sense,sofa_n_1,sofa,T,approved,an upholstered seat for more than one person,沙发,F,approved
word_sense,blanket_n_1,blanket,T,approved_with_correction,"large cover, often made of wool, used especially on beds to keep people warm",毯子；毛毯,F,approved
word_sense,pillow_n_1,pillow,T,approved_with_correction,a cushion to support the head of a sleeping person,枕头,F,approved
word_sense,mattress_n_1,mattress,T,approved_with_correction,"a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed",床垫,F,approved
word_sense,cup_n_1,cup,T,approved_with_correction,"small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.",杯子,F,approved
word_sense,glass_n_1,glass,T,approved,a small container made of glass that is used for drinking,玻璃杯,F,approved
word_sense,object_n_1,object,T,approved_with_correction,"thing that can be seen and touched, but is not alive",物体；物品,F,approved
word_sense,thing_n_1,thing,T,approved_with_correction,"an object whose name you do not use because you do not need to or want to, or because you do not know it",东西；事物,F,approved
word_sense,box_n_1,box,T,approved_with_correction,"container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things",盒子；箱子,F,approved
word_sense,bag_n_1,bag,T,approved_with_correction,"container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling",袋子；包,F,approved
word_sense,bottle_n_1,bottle,T,approved_with_correction,"glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids",瓶子,F,approved
word_sense,knife_n_1,knife,T,approved_with_correction,"sharp blade (= metal edge) with a handle, used for cutting or as a weapon",刀；小刀,F,approved
word_sense,television_n_1,television,F,approved_with_correction,piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,电视机,F,approved
word_sense,dish_n_1,dish,T,approved,a shallow container used for cooking or serving food,盘；碟,F,approved
word_sense,computer_n_1,computer,T,approved_with_correction,"an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines",电脑,F,approved
word_sense,plate_n_1,plate,T,approved_with_correction,"flat, usually round, dish that you put food on",盘子,F,approved
word_sense,phone_n_1,phone,T,approved_with_correction,piece of equipment for talking to people who are not in the same place as you,电话；手机,F,approved
word_sense,bowl_n_1,bowl,T,approved_with_correction,"deep round dish with a wide open top, used especially for holding food or liquid",碗,F,approved
word_sense,clock_n_1,clock,T,approved_with_correction,"an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)",时钟,F,approved
word_sense,towel_n_1,towel,T,approved_with_correction,"piece of cloth or paper used for drying things, especially your body",毛巾,F,approved
word_sense,spoon_n_1,spoon,T,approved_with_correction,"tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food",勺子；汤匙,F,approved
word_sense,carry_v_1,carry,T,approved_with_correction,to support the weight of somebody/something and take them or it from place to place; to take somebody/something from one place to another,搬；携带,F,approved
word_sense,fork_n_1,fork,T,approved_with_correction,"tool with a handle and three or four sharp points (called prongs), used for picking up and eating food",叉子,F,approved
word_sense,pot_n_1,pot,T,approved_with_correction,deep round container used for cooking things in,锅,F,approved
word_sense,put_v_1,put,T,approved_with_correction,to move something into a particular place or position,放；置于,F,approved
word_sense,keep_v_1,keep,T,approved_with_correction,to store something in a particular place or condition,存放；保存,F,approved
word_sense,clean_v_1,clean,T,approved_with_correction,to remove the dirt or dust from something,清洁；打扫,F,approved
word_sense,pan_n_1,pan,T,approved_with_correction,a wide metal container used for cooking food,平底锅,F,approved
word_sense,open_v_1,open,T,approved_with_correction,"to move a door, window, lid, etc. into a position that is no longer closed; to get into this position",打开,F,approved
word_sense,soap_n_1,soap,T,approved_with_correction,substance that you use with water for washing your body,肥皂,F,approved
word_sense,brush_n_1,brush,T,approved_with_correction,"an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a handle. Brushes are used for many different jobs, such as cleaning, painting and tidying your hair.",刷子,F,approved
word_sense,fridge_n_1,fridge,F,approved_with_correction,piece of electrical equipment in which food is kept cold so that it stays fresh,冰箱,F,approved
word_sense,use_v_1,use,T,approved_with_correction,"to do something with a machine, a method, an object, etc. for a particular purpose",使用,F,approved
word_sense,need_v_1,need,T,approved_with_correction,"to require something/somebody because they are essential or very important, not just because you would like to have them",需要,F,approved
word_sense,water_n_1,water,T,approved_with_correction,"liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.",水,F,approved
word_sense,wash_v_1,wash,T,approved_with_correction,to make something/somebody clean using water and usually soap,洗；清洗,F,approved
word_sense,cook_v_1,cook,T,approved_with_correction,"to prepare food by heating it, for example by boiling, baking or frying it",烹饪；做饭,F,approved
word_sense,oven_n_1,oven,T,approved_with_correction,"the part of a cooker that is like a box with a door on the front, in which food is cooked or heated",烤箱,F,approved
word_sense,move_v_1,move,T,approved_with_correction,"to change position or make somebody/something change position in a way that can be seen, heard or felt",移动；搬动,F,approved
word_sense,own_v_1,own,T,approved_with_correction,"to have something that belongs to you, especially because you have bought it",拥有,F,approved
word_sense,repair_v_1,repair,T,approved_with_correction,"to fix something that is broken, damaged or torn",修理,F,approved
word_sense,electricity_n_1,electricity,T,approved_with_correction,"form of energy from charged elementary particles, usually supplied as electric current through cables, wires, etc. for lighting, heating, driving machines, etc.",电；电力,F,approved
word_sense,fix_v_1,fix,T,approved_with_correction,to repair or correct something,修理；修好,F,approved
word_sense,basket_n_1,basket,T,approved_with_correction,"container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.",篮子,F,approved
word_sense,comfortable_adj_1,comfortable,T,approved_with_correction,"making you feel physically relaxed; pleasant to wear, sit on, etc.",舒适的,F,approved
word_sense,safe_adj_1,safe,T,approved_with_correction,"protected from any danger, harm or loss",安全的,F,approved
word_sense,rent_v_1,rent,T,approved,"to pay money to use a home, room, or object for a period of time",租用；租住,F,approved
word_sense,refrigerator_n_1,refrigerator,T,approved_with_correction,white goods in which food can be stored at low temperatures,冰箱,F,approved
word_sense,stove_n_1,stove,T,approved_with_correction,a kitchen appliance with burners used for cooking food,炉灶,F,approved
word_form,mother_n_1_form_2,mother,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mother_n_1_form_3,mother,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mother_n_1_form_4,mother,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mother_n_1_form_5,mother,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,father_n_1_form_2,father,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,father_n_1_form_3,father,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,father_n_1_form_4,father,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,father_n_1_form_5,father,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,baby_n_1_form_2,baby,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,baby_n_1_form_3,baby,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,baby_n_1_form_4,baby,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,baby_n_1_form_5,baby,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,husband_n_1_form_2,husband,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,husband_n_1_form_3,husband,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,husband_n_1_form_4,husband,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,husband_n_1_form_5,husband,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couple_n_1_form_2,couple,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couple_n_1_form_3,couple,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couple_n_1_form_4,couple,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couple_n_1_form_5,couple,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,married_adj_1_form_1,married,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,married_adj_1_form_2,married,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,married_adj_1_form_3,married,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,married_adj_1_form_4,married,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,man_n_1_form_2,man,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,man_n_1_form_3,man,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,man_n_1_form_4,man,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,man_n_1_form_5,man,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,age_n_1_form_2,age,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
