example_id,sense_id,headword,level_number,sentence_en,translation_zh,target_span,origin,difficulty_band,source_evidence_ids,review_status,human_review,review_notes
ex_woman_n_1_2,woman_n_1,woman,1,A young woman answered the phone.,一位年轻女子接了电话。,woman,human_written,4.0,oxford_woman_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_age_n_1_1,age_n_1,age,1,Please write your age on the form.,请在表格上填写你的年龄。,age,human_written,4.0,oxford_age_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_age_n_1_2,age_n_1,age,1,Children of this age learn very quickly.,这个年龄的孩子学得很快。,age,human_written,4.0,oxford_age_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_relative_n_1_1,relative_n_1,relative,1,A relative came from another city for the wedding.,一位亲戚从另一个城市来参加婚礼。,relative,human_written,4.0,oxford_relative_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_relative_n_1_2,relative_n_1,relative,1,She is a close relative of mine.,她是我的近亲。,relative,human_written,4.0,oxford_relative_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandmother_n_1_1,grandmother_n_1,grandmother,1,My grandmother tells wonderful family stories.,我祖母会讲精彩的家庭故事。,grandmother,human_written,4.0,oxford_grandmother_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandmother_n_1_2,grandmother_n_1,grandmother,1,Her grandmother is eighty years old.,她外祖母八十岁了。,grandmother,human_written,4.0,oxford_grandmother_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_people_n_1_1,people_n_1,people,1,Many people use this park every day.,许多人每天使用这个公园。,people,human_written,4.0,oxford_people_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_people_n_1_2,people_n_1,people,1,Young people often learn technology quickly.,年轻人通常很快学会使用科技产品。,people,human_written,4.0,oxford_people_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandfather_n_1_1,grandfather_n_1,grandfather,1,My grandfather grows vegetables in his garden.,我祖父在花园里种蔬菜。,grandfather,human_written,4.0,oxford_grandfather_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandfather_n_1_2,grandfather_n_1,grandfather,1,Her grandfather walks every morning.,她外祖父每天早上散步。,grandfather,human_written,4.0,oxford_grandfather_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_friend_n_1_1,friend_n_1,friend,1,A good friend listens when you need help.,好朋友会在你需要帮助时倾听。,friend,human_written,4.0,oxford_friend_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_friend_n_1_2,friend_n_1,friend,1,My friend lives near the school.,我的朋友住在学校附近。,friend,human_written,4.0,oxford_friend_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_kid_n_1_1,kid_n_1,kid,1,Every kid received a new book.,每个孩子都收到了一本新书。,kid,human_written,4.0,oxford_kid_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_kid_n_1_2,kid_n_1,kid,1,The kid ran home after school.,那个孩子放学后跑回了家。,kid,human_written,4.0,oxford_kid_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_mom_n_1_1,mom_n_1,mom,1,Mom left breakfast on the table.,妈妈把早餐放在桌上。,mom,human_written,4.0,oxford_mom_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_mom_n_1_2,mom_n_1,mom,1,My mom works near our home.,我妈妈在家附近工作。,mom,human_written,4.0,oxford_mom_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_name_n_1_1,name_n_1,name,1,Please write your full name here.,请在这里写下你的全名。,name,human_written,4.0,oxford_name_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_name_n_1_2,name_n_1,name,1,Her name is printed on the card.,她的名字印在卡片上。,name,human_written,4.0,oxford_name_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_young_adj_1_1,young_adj_1,young,1,The young child needs help crossing the road.,这个年幼的孩子过马路时需要帮助。,young,human_written,4.0,oxford_young_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_young_adj_1_2,young_adj_1,young,1,She became a doctor at a young age.,她很年轻时就成为了医生。,young,human_written,4.0,oxford_young_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandparent_n_1_1,grandparent_n_1,grandparent,1,Each grandparent received a family photo.,每位祖父母都收到了一张全家福。,grandparent,human_written,4.0,oxford_grandparent_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandparent_n_1_2,grandparent_n_1,grandparent,1,A grandparent often shares family history.,祖父母常常讲述家族历史。,grandparent,human_written,4.0,oxford_grandparent_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_old_adj_1_1,old_adj_1,old,1,The old man walks slowly but steadily.,那位老人走得慢但很稳。,old,human_written,4.0,oxford_old_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_old_adj_1_2,old_adj_1,old,1,Her dog is old but still active.,她的狗年纪大了，但仍然很活跃。,old,human_written,4.0,oxford_old_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_partner_n_1_1,partner_n_1,partner,1,My study partner helps me practice English.,我的学习搭档帮助我练习英语。,partner,human_written,4.0,oxford_partner_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_partner_n_1_2,partner_n_1,partner,1,She discussed the plan with her partner.,她和搭档讨论了这个计划。,partner,human_written,4.0,oxford_partner_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_teenager_n_1_1,teenager_n_1,teenager,1,The teenager takes the bus to school.,这名青少年乘公共汽车上学。,teenager,human_written,4.0,oxford_teenager_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_teenager_n_1_2,teenager_n_1,teenager,1,Every teenager needs enough sleep.,每个青少年都需要充足的睡眠。,teenager,human_written,4.0,oxford_teenager_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_twin_n_1_1,twin_n_1,twin,1,Her twin looks very similar to her.,她的双胞胎姐妹和她长得很像。,twin,human_written,4.0,oxford_twin_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_twin_n_1_2,twin_n_1,twin,1,"One twin likes music, and the other likes sports.",一个双胞胎喜欢音乐，另一个喜欢运动。,twin,human_written,4.0,oxford_twin_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandson_n_1_1,grandson_n_1,grandson,1,Their grandson visits every weekend.,他们的孙子每个周末都来看望他们。,grandson,human_written,4.0,oxford_grandson_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grandson_n_1_2,grandson_n_1,grandson,1,My grandson is learning to read.,我的外孙正在学习阅读。,grandson,human_written,4.0,oxford_grandson_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_granddaughter_n_1_1,granddaughter_n_1,granddaughter,1,Her granddaughter made this birthday card.,她的孙女制作了这张生日卡。,granddaughter,human_written,4.0,oxford_granddaughter_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_granddaughter_n_1_2,granddaughter_n_1,granddaughter,1,My granddaughter starts school next month.,我的外孙女下个月开始上学。,granddaughter,human_written,4.0,oxford_granddaughter_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_nephew_n_1_1,nephew_n_1,nephew,1,My nephew is my sister's son.,我的外甥是我姐姐的儿子。,nephew,human_written,4.0,oxford_nephew_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_nephew_n_1_2,nephew_n_1,nephew,1,Her nephew stayed with her during summer.,她侄子暑假期间和她住在一起。,nephew,human_written,4.0,oxford_nephew_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_neighbor_n_1_1,neighbor_n_1,neighbor,1,Our neighbor lives in the house next door.,我们的邻居住在隔壁的房子里。,neighbor,human_written,4.0,oxford_neighbor_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_neighbor_n_1_2,neighbor_n_1,neighbor,1,A friendly neighbor helped carry the boxes.,一位友好的邻居帮忙搬箱子。,neighbor,human_written,4.0,oxford_neighbor_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_niece_n_1_1,niece_n_1,niece,1,My niece is my brother's daughter.,我的侄女是我哥哥的女儿。,niece,human_written,4.0,oxford_niece_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_niece_n_1_2,niece_n_1,niece,1,Her niece loves drawing animals.,她外甥女喜欢画动物。,niece,human_written,4.0,oxford_niece_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_short_adj_1_1,short_adj_1,short,2,He is short but very strong.,他个子矮，但很强壮。,short,human_written,4.0,oxford_short_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_short_adj_1_2,short_adj_1,short,2,She has short brown hair.,她留着棕色短发。,short,human_written,4.0,oxford_short_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grow_v_1_1,grow_v_1,grow,2,Children grow quickly during their early years.,孩子在幼年时期成长得很快。,grow,human_written,4.0,oxford_grow_v_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_grow_v_1_2,grow_v_1,grow,2,Plants need water and light to grow.,植物需要水和阳光才能生长。,grow,human_written,4.0,oxford_grow_v_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_birth_n_1_1,birth_n_1,birth,2,The baby's birth brought joy to the family.,婴儿的出生给家庭带来了喜悦。,birth,human_written,4.0,oxford_birth_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_birth_n_1_2,birth_n_1,birth,2,Please enter your date of birth.,请输入你的出生日期。,birth,human_written,4.0,oxford_birth_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_heavy_adj_1_1,heavy_adj_1,heavy,2,This box is too heavy for the child.,这个箱子对孩子来说太重了。,heavy,human_written,4.0,oxford_heavy_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_heavy_adj_1_2,heavy_adj_1,heavy,2,He carried a heavy bag upstairs.,他把一个重袋子搬上了楼。,heavy,human_written,4.0,oxford_heavy_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_strong_adj_1_1,strong_adj_1,strong,2,Regular exercise can make your body strong.,规律运动可以使身体强壮。,strong,human_written,4.0,oxford_strong_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_strong_adj_1_2,strong_adj_1,strong,2,Her strong arms lifted the chair easily.,她强壮的手臂轻松举起了椅子。,strong,human_written,4.0,oxford_strong_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_height_n_1_1,height_n_1,height,2,The nurse measured the child's height.,护士测量了孩子的身高。,height,human_written,4.0,oxford_height_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_height_n_1_2,height_n_1,height,2,His height is written on the form.,他的身高写在表格上。,height,human_written,4.0,oxford_height_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_face_n_1_1,face_n_1,face,2,She washed her face with warm water.,她用温水洗脸。,face,human_written,4.0,oxford_face_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_face_n_1_2,face_n_1,face,2,A smile appeared on his face.,他的脸上露出了微笑。,face,human_written,4.0,oxford_face_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_beautiful_adj_1_1,beautiful_adj_1,beautiful,2,The garden looks beautiful in spring.,花园在春天看起来很美。,beautiful,human_written,4.0,oxford_beautiful_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_beautiful_adj_1_2,beautiful_adj_1,beautiful,2,She wore a beautiful blue dress.,她穿着一条漂亮的蓝色连衣裙。,beautiful,human_written,4.0,oxford_beautiful_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_youth_n_1_1,youth_n_1,youth,2,He spent his youth in a small town.,他的青年时期在一个小镇度过。,youth,human_written,4.0,oxford_youth_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_youth_n_1_2,youth_n_1,youth,2,Regular exercise during youth builds healthy habits.,年轻时经常运动能养成健康习惯。,youth,human_written,4.0,oxford_youth_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_eye_n_1_1,eye_n_1,eye,2,Dust got into my left eye.,灰尘进了我的左眼。,eye,human_written,4.0,oxford_eye_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_eye_n_1_2,eye_n_1,eye,2,Her eye was red after swimming.,她游泳后眼睛发红。,eye,human_written,4.0,oxford_eye_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_tall_adj_1_1,tall_adj_1,tall,2,The tall student stood at the back.,那个高个子学生站在后面。,tall,human_written,4.0,oxford_tall_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_tall_adj_1_2,tall_adj_1,tall,2,This building is tall and narrow.,这栋建筑又高又窄。,tall,human_written,4.0,oxford_tall_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_born_v_1_1,born_v_1,born,2,She was born in Chicago.,她出生在芝加哥。,born,human_written,4.0,oxford_born_v_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_born_v_1_2,born_v_1,born,2,Their first child was born in May.,他们的第一个孩子出生在五月。,born,human_written,4.0,oxford_born_v_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_hair_n_1_1,hair_n_1,hair,2,Her hair is long and black.,她的头发又长又黑。,hair,human_written,4.0,oxford_hair_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_hair_n_1_2,hair_n_1,hair,2,He washes his hair every morning.,他每天早上洗头。,hair,human_written,4.0,oxford_hair_n_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_pretty_adj_1_1,pretty_adj_1,pretty,2,The child wore a pretty pink coat.,那个孩子穿着一件漂亮的粉色外套。,pretty,human_written,4.0,oxford_pretty_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_pretty_adj_1_2,pretty_adj_1,pretty,2,These flowers look pretty on the table.,这些花放在桌上很好看。,pretty,human_written,4.0,oxford_pretty_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_thin_adj_1_1,thin_adj_1,thin,2,He became thin after a long illness.,他久病之后变瘦了。,thin,human_written,4.0,oxford_thin_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
ex_thin_adj_1_2,thin_adj_1,thin,2,The doctor said she was too thin.,医生说她太瘦了。,thin,human_written,4.0,oxford_thin_adj_1,approved,F,"Original American-English sentence; target sense, grammar, mobile length, and Chinese translation reviewed."
