form_id,sense_id,headword,form_type,form_word,source,human_review,review_reason
granddaughter_n_1_form_1,granddaughter_n_1,granddaughter,plural,granddaughters,ECDICT.exchange,F,
nephew_n_1_form_1,nephew_n_1,nephew,plural,nephews,ECDICT.exchange,F,
neighbor_n_1_form_1,neighbor_n_1,neighbor,plural,neighbors,ECDICT.exchange,F,
neighbor_n_1_form_2,neighbor_n_1,neighbor,present_participle,neighboring,ECDICT.exchange,F,
neighbor_n_1_form_3,neighbor_n_1,neighbor,past,neighbored,ECDICT.exchange,F,
neighbor_n_1_form_4,neighbor_n_1,neighbor,third_person_singular,neighbors,ECDICT.exchange,F,
neighbor_n_1_form_5,neighbor_n_1,neighbor,past_participle,neighbored,ECDICT.exchange,F,
niece_n_1_form_1,niece_n_1,niece,plural,nieces,ECDICT.exchange,F,
short_adj_1_form_1,short_adj_1,short,comparative,shorter,ECDICT.exchange,F,
short_adj_1_form_2,short_adj_1,short,superlative,shortest,ECDICT.exchange,F,
short_adj_1_form_3,short_adj_1,short,present_participle,shorting,ECDICT.exchange,F,
short_adj_1_form_4,short_adj_1,short,past,shorted,ECDICT.exchange,F,
short_adj_1_form_5,short_adj_1,short,third_person_singular,shorts,ECDICT.exchange,F,
short_adj_1_form_6,short_adj_1,short,past_participle,shorted,ECDICT.exchange,F,
grow_v_1_form_1,grow_v_1,grow,past,grew,ECDICT.exchange,F,
grow_v_1_form_2,grow_v_1,grow,past_participle,grown,ECDICT.exchange,F,
grow_v_1_form_3,grow_v_1,grow,present_participle,growing,ECDICT.exchange,F,
grow_v_1_form_4,grow_v_1,grow,third_person_singular,grows,ECDICT.exchange,F,
birth_n_1_form_1,birth_n_1,birth,plural,births,ECDICT.exchange,F,
birth_n_1_form_2,birth_n_1,birth,present_participle,birthing,ECDICT.exchange,F,
birth_n_1_form_3,birth_n_1,birth,past,birthed,ECDICT.exchange,F,
birth_n_1_form_4,birth_n_1,birth,third_person_singular,births,ECDICT.exchange,F,
birth_n_1_form_5,birth_n_1,birth,past_participle,birthed,ECDICT.exchange,F,
heavy_adj_1_form_1,heavy_adj_1,heavy,comparative,heavier,ECDICT.exchange,F,
heavy_adj_1_form_2,heavy_adj_1,heavy,superlative,heaviest,ECDICT.exchange,F,
heavy_adj_1_form_3,heavy_adj_1,heavy,plural,heavies,ECDICT.exchange,F,
strong_adj_1_form_1,strong_adj_1,strong,comparative,stronger,ECDICT.exchange,F,
strong_adj_1_form_2,strong_adj_1,strong,superlative,strongest,ECDICT.exchange,F,
height_n_1_form_1,height_n_1,height,plural,heights,ECDICT.exchange,F,
face_n_1_form_1,face_n_1,face,present_participle,facing,ECDICT.exchange,F,
face_n_1_form_2,face_n_1,face,plural,faces,ECDICT.exchange,F,
face_n_1_form_3,face_n_1,face,past_participle,faced,ECDICT.exchange,F,
face_n_1_form_4,face_n_1,face,past,faced,ECDICT.exchange,F,
face_n_1_form_5,face_n_1,face,third_person_singular,faces,ECDICT.exchange,F,
youth_n_1_form_1,youth_n_1,youth,plural,youths,ECDICT.exchange,F,
eye_n_1_form_1,eye_n_1,eye,plural,eyes,ECDICT.exchange,F,
eye_n_1_form_2,eye_n_1,eye,past,eyed,ECDICT.exchange,F,
eye_n_1_form_3,eye_n_1,eye,present_participle,eyeing,ECDICT.exchange,F,
eye_n_1_form_4,eye_n_1,eye,past_participle,eyed,ECDICT.exchange,F,
eye_n_1_form_5,eye_n_1,eye,third_person_singular,eyes,ECDICT.exchange,F,
tall_adj_1_form_1,tall_adj_1,tall,comparative,taller,ECDICT.exchange,F,
tall_adj_1_form_2,tall_adj_1,tall,superlative,tallest,ECDICT.exchange,F,
born_v_1_form_1,born_v_1,born,lemma,bear,ECDICT.exchange,T,Confirm lemma relationship.
born_v_1_form_2,born_v_1,born,lemma_variant,d,ECDICT.exchange,T,Confirm lemma relationship.
born_v_1_form_3,born_v_1,born,past_participle,born,ECDICT.exchange,F,
born_v_1_form_4,born_v_1,born,past,born,ECDICT.exchange,F,
born_v_1_form_5,born_v_1,born,present_participle,borning,ECDICT.exchange,F,
hair_n_1_form_1,hair_n_1,hair,plural,hairs,ECDICT.exchange,F,
pretty_adj_1_form_1,pretty_adj_1,pretty,superlative,prettiest,ECDICT.exchange,F,
pretty_adj_1_form_2,pretty_adj_1,pretty,comparative,prettier,ECDICT.exchange,F,
thin_adj_1_form_1,thin_adj_1,thin,comparative,thinner,ECDICT.exchange,F,
thin_adj_1_form_2,thin_adj_1,thin,present_participle,thinning,ECDICT.exchange,F,
thin_adj_1_form_3,thin_adj_1,thin,superlative,thinnest,ECDICT.exchange,F,
thin_adj_1_form_4,thin_adj_1,thin,past_participle,thinned,ECDICT.exchange,F,
thin_adj_1_form_5,thin_adj_1,thin,third_person_singular,thins,ECDICT.exchange,F,
thin_adj_1_form_6,thin_adj_1,thin,past,thinned,ECDICT.exchange,F,
healthy_adj_1_form_1,healthy_adj_1,healthy,comparative,healthier,ECDICT.exchange,F,
healthy_adj_1_form_2,healthy_adj_1,healthy,superlative,healthiest,ECDICT.exchange,F,
weak_adj_1_form_1,weak_adj_1,weak,comparative,weaker,ECDICT.exchange,F,
weak_adj_1_form_2,weak_adj_1,weak,superlative,weakest,ECDICT.exchange,F,
hand_n_1_form_1,hand_n_1,hand,plural,hands,ECDICT.exchange,F,
hand_n_1_form_2,hand_n_1,hand,past,handed,ECDICT.exchange,F,
hand_n_1_form_3,hand_n_1,hand,past_participle,handed,ECDICT.exchange,F,
hand_n_1_form_4,hand_n_1,hand,present_participle,handing,ECDICT.exchange,F,
hand_n_1_form_5,hand_n_1,hand,third_person_singular,hands,ECDICT.exchange,F,
foot_n_1_form_1,foot_n_1,foot,plural,feet,ECDICT.exchange,F,
foot_n_1_form_2,foot_n_1,foot,present_participle,footing,ECDICT.exchange,F,
foot_n_1_form_3,foot_n_1,foot,past,footed,ECDICT.exchange,F,
foot_n_1_form_4,foot_n_1,foot,third_person_singular,foots,ECDICT.exchange,F,
foot_n_1_form_5,foot_n_1,foot,past_participle,footed,ECDICT.exchange,F,
head_n_1_form_1,head_n_1,head,plural,heads,ECDICT.exchange,F,
head_n_1_form_2,head_n_1,head,present_participle,heading,ECDICT.exchange,F,
head_n_1_form_3,head_n_1,head,past_participle,headed,ECDICT.exchange,F,
head_n_1_form_4,head_n_1,head,past,headed,ECDICT.exchange,F,
head_n_1_form_5,head_n_1,head,third_person_singular,heads,ECDICT.exchange,F,
body_n_1_form_1,body_n_1,body,plural,bodies,ECDICT.exchange,F,
body_n_1_form_2,body_n_1,body,present_participle,bodying,ECDICT.exchange,F,
body_n_1_form_3,body_n_1,body,past,bodied,ECDICT.exchange,F,
body_n_1_form_4,body_n_1,body,third_person_singular,bodies,ECDICT.exchange,F,
body_n_1_form_5,body_n_1,body,past_participle,bodied,ECDICT.exchange,F,
arm_n_1_form_1,arm_n_1,arm,plural,arms,ECDICT.exchange,F,
arm_n_1_form_2,arm_n_1,arm,past_participle,armed,ECDICT.exchange,F,
arm_n_1_form_3,arm_n_1,arm,present_participle,arming,ECDICT.exchange,F,
arm_n_1_form_4,arm_n_1,arm,past,armed,ECDICT.exchange,F,
arm_n_1_form_5,arm_n_1,arm,third_person_singular,arms,ECDICT.exchange,F,
nose_n_1_form_1,nose_n_1,nose,plural,noses,ECDICT.exchange,F,
nose_n_1_form_2,nose_n_1,nose,present_participle,nosing,ECDICT.exchange,F,
nose_n_1_form_3,nose_n_1,nose,past,nosed,ECDICT.exchange,F,
nose_n_1_form_4,nose_n_1,nose,past_participle,nosed,ECDICT.exchange,F,
nose_n_1_form_5,nose_n_1,nose,third_person_singular,noses,ECDICT.exchange,F,
mouth_n_1_form_1,mouth_n_1,mouth,plural,mouths,ECDICT.exchange,F,
mouth_n_1_form_2,mouth_n_1,mouth,past,mouthed,ECDICT.exchange,F,
mouth_n_1_form_3,mouth_n_1,mouth,present_participle,mouthing,ECDICT.exchange,F,
mouth_n_1_form_4,mouth_n_1,mouth,past_participle,mouthed,ECDICT.exchange,F,
mouth_n_1_form_5,mouth_n_1,mouth,third_person_singular,mouths,ECDICT.exchange,F,
childhood_n_1_form_1,childhood_n_1,childhood,plural,childhoods,ECDICT.exchange,F,
skin_n_1_form_1,skin_n_1,skin,plural,skins,ECDICT.exchange,F,
skin_n_1_form_2,skin_n_1,skin,past,skinned,ECDICT.exchange,F,
skin_n_1_form_3,skin_n_1,skin,present_participle,skinning,ECDICT.exchange,F,
skin_n_1_form_4,skin_n_1,skin,past_participle,skinned,ECDICT.exchange,F,
skin_n_1_form_5,skin_n_1,skin,third_person_singular,skins,ECDICT.exchange,F,
ear_n_1_form_1,ear_n_1,ear,plural,ears,ECDICT.exchange,F,
leg_n_1_form_1,leg_n_1,leg,plural,legs,ECDICT.exchange,F,
tooth_n_1_form_1,tooth_n_1,tooth,plural,teeth,ECDICT.exchange,F,
single_adj_1_form_1,single_adj_1,single,plural,singles,ECDICT.exchange,F,
single_adj_1_form_2,single_adj_1,single,past_participle,singled,ECDICT.exchange,F,
single_adj_1_form_3,single_adj_1,single,past,singled,ECDICT.exchange,F,
single_adj_1_form_4,single_adj_1,single,present_participle,singling,ECDICT.exchange,F,
single_adj_1_form_5,single_adj_1,single,third_person_singular,singles,ECDICT.exchange,F,
look_n_1_form_1,look_n_1,look,past,looked,ECDICT.exchange,F,
look_n_1_form_2,look_n_1,look,present_participle,looking,ECDICT.exchange,F,
look_n_1_form_3,look_n_1,look,third_person_singular,looks,ECDICT.exchange,F,
look_n_1_form_4,look_n_1,look,past_participle,looked,ECDICT.exchange,F,
look_n_1_form_5,look_n_1,look,plural,looks,ECDICT.exchange,F,
laugh_v_1_form_1,laugh_v_1,laugh,past,laughed,ECDICT.exchange,F,
laugh_v_1_form_2,laugh_v_1,laugh,present_participle,laughing,ECDICT.exchange,F,
laugh_v_1_form_3,laugh_v_1,laugh,third_person_singular,laughs,ECDICT.exchange,F,
laugh_v_1_form_4,laugh_v_1,laugh,past_participle,laughed,ECDICT.exchange,F,
laugh_v_1_form_5,laugh_v_1,laugh,plural,laughs,ECDICT.exchange,F,
voice_n_1_form_1,voice_n_1,voice,plural,voices,ECDICT.exchange,F,
voice_n_1_form_2,voice_n_1,voice,past_participle,voiced,ECDICT.exchange,F,
voice_n_1_form_3,voice_n_1,voice,past,voiced,ECDICT.exchange,F,
voice_n_1_form_4,voice_n_1,voice,present_participle,voicing,ECDICT.exchange,F,
voice_n_1_form_5,voice_n_1,voice,third_person_singular,voices,ECDICT.exchange,F,
smile_v_1_form_1,smile_v_1,smile,past,smiled,ECDICT.exchange,F,
smile_v_1_form_2,smile_v_1,smile,present_participle,smiling,ECDICT.exchange,F,
smile_v_1_form_3,smile_v_1,smile,plural,smiles,ECDICT.exchange,F,
smile_v_1_form_4,smile_v_1,smile,third_person_singular,smiles,ECDICT.exchange,F,
smile_v_1_form_5,smile_v_1,smile,past_participle,smiled,ECDICT.exchange,F,
appearance_n_1_form_1,appearance_n_1,appearance,plural,appearances,ECDICT.exchange,F,
male_adj_1_form_1,male_adj_1,male,plural,males,ECDICT.exchange,F,
female_adj_1_form_1,female_adj_1,female,plural,females,ECDICT.exchange,F,
cute_adj_1_form_1,cute_adj_1,cute,superlative,cutest,ECDICT.exchange,F,
cute_adj_1_form_2,cute_adj_1,cute,comparative,cuter,ECDICT.exchange,F,
handsome_adj_1_form_1,handsome_adj_1,handsome,superlative,handsomest,ECDICT.exchange,F,
handsome_adj_1_form_2,handsome_adj_1,handsome,comparative,handsomer,ECDICT.exchange,F,
beard_n_1_form_1,beard_n_1,beard,plural,beards,ECDICT.exchange,F,
beard_n_1_form_2,beard_n_1,beard,present_participle,bearding,ECDICT.exchange,F,
beard_n_1_form_3,beard_n_1,beard,past,bearded,ECDICT.exchange,F,
beard_n_1_form_4,beard_n_1,beard,third_person_singular,beards,ECDICT.exchange,F,
beard_n_1_form_5,beard_n_1,beard,past_participle,bearded,ECDICT.exchange,F,
slim_adj_1_form_1,slim_adj_1,slim,comparative,slimmer,ECDICT.exchange,F,
slim_adj_1_form_2,slim_adj_1,slim,present_participle,slimming,ECDICT.exchange,F,
slim_adj_1_form_3,slim_adj_1,slim,past_participle,slimmed,ECDICT.exchange,F,
slim_adj_1_form_4,slim_adj_1,slim,past,slimmed,ECDICT.exchange,F,
slim_adj_1_form_5,slim_adj_1,slim,third_person_singular,slims,ECDICT.exchange,F,
slim_adj_1_form_6,slim_adj_1,slim,superlative,slimmest,ECDICT.exchange,F,
care_v_1_form_1,care_v_1,care,past,cared,ECDICT.exchange,F,
care_v_1_form_2,care_v_1,care,third_person_singular,cares,ECDICT.exchange,F,
care_v_1_form_3,care_v_1,care,past_participle,cared,ECDICT.exchange,F,
care_v_1_form_4,care_v_1,care,present_participle,caring,ECDICT.exchange,F,
care_v_1_form_5,care_v_1,care,plural,cares,ECDICT.exchange,F,
support_v_1_form_1,support_v_1,support,past_participle,supported,ECDICT.exchange,F,
support_v_1_form_2,support_v_1,support,present_participle,supporting,ECDICT.exchange,F,
support_v_1_form_3,support_v_1,support,third_person_singular,supports,ECDICT.exchange,F,
support_v_1_form_4,support_v_1,support,past,supported,ECDICT.exchange,F,
support_v_1_form_5,support_v_1,support,plural,supports,ECDICT.exchange,F,
love_v_1_form_1,love_v_1,love,past,loved,ECDICT.exchange,F,
love_v_1_form_2,love_v_1,love,third_person_singular,loves,ECDICT.exchange,F,
love_v_1_form_3,love_v_1,love,past_participle,loved,ECDICT.exchange,F,
love_v_1_form_4,love_v_1,love,present_participle,loving,ECDICT.exchange,F,
love_v_1_form_5,love_v_1,love,plural,loves,ECDICT.exchange,F,
help_v_1_form_1,help_v_1,help,past_participle,helped,ECDICT.exchange,F,
help_v_1_form_2,help_v_1,help,present_participle,helping,ECDICT.exchange,F,
help_v_1_form_3,help_v_1,help,past,helped,ECDICT.exchange,F,
help_v_1_form_4,help_v_1,help,third_person_singular,helps,ECDICT.exchange,F,
help_v_1_form_5,help_v_1,help,plural,helps,ECDICT.exchange,F,
live_v_1_form_1,live_v_1,live,past,lived,ECDICT.exchange,F,
live_v_1_form_2,live_v_1,live,present_participle,living,ECDICT.exchange,F,
live_v_1_form_3,live_v_1,live,third_person_singular,lives,ECDICT.exchange,F,
live_v_1_form_4,live_v_1,live,past_participle,lived,ECDICT.exchange,F,
live_v_1_form_5,live_v_1,live,plural,lives,ECDICT.exchange,F,
share_v_1_form_1,share_v_1,share,plural,shares,ECDICT.exchange,F,
share_v_1_form_2,share_v_1,share,past_participle,shared,ECDICT.exchange,F,
share_v_1_form_3,share_v_1,share,present_participle,sharing,ECDICT.exchange,F,
share_v_1_form_4,share_v_1,share,past,shared,ECDICT.exchange,F,
share_v_1_form_5,share_v_1,share,third_person_singular,shares,ECDICT.exchange,F,
visit_v_1_form_1,visit_v_1,visit,past,visited,ECDICT.exchange,F,
visit_v_1_form_2,visit_v_1,visit,plural,visits,ECDICT.exchange,F,
visit_v_1_form_3,visit_v_1,visit,past_participle,visited,ECDICT.exchange,F,
visit_v_1_form_4,visit_v_1,visit,present_participle,visiting,ECDICT.exchange,F,
visit_v_1_form_5,visit_v_1,visit,third_person_singular,visits,ECDICT.exchange,F,
meet_v_1_form_1,meet_v_1,meet,past,met,ECDICT.exchange,F,
meet_v_1_form_2,meet_v_1,meet,past_participle,met,ECDICT.exchange,F,
meet_v_1_form_3,meet_v_1,meet,present_participle,meeting,ECDICT.exchange,F,
meet_v_1_form_4,meet_v_1,meet,third_person_singular,meets,ECDICT.exchange,F,
relationship_n_1_form_1,relationship_n_1,relationship,plural,relationships,ECDICT.exchange,F,
remember_v_1_form_1,remember_v_1,remember,past,remembered,ECDICT.exchange,F,
remember_v_1_form_2,remember_v_1,remember,past_participle,remembered,ECDICT.exchange,F,
remember_v_1_form_3,remember_v_1,remember,present_participle,remembering,ECDICT.exchange,F,
remember_v_1_form_4,remember_v_1,remember,third_person_singular,remembers,ECDICT.exchange,F,
know_v_1_form_1,know_v_1,know,past,knew,ECDICT.exchange,F,
know_v_1_form_2,know_v_1,know,past_participle,known,ECDICT.exchange,F,
know_v_1_form_3,know_v_1,know,third_person_singular,knows,ECDICT.exchange,F,
know_v_1_form_4,know_v_1,know,present_participle,knowing,ECDICT.exchange,F,
nice_adj_1_form_1,nice_adj_1,nice,comparative,nicer,ECDICT.exchange,F,
nice_adj_1_form_2,nice_adj_1,nice,superlative,nicest,ECDICT.exchange,F,
kind_adj_1_form_1,kind_adj_1,kind,plural,kinds,ECDICT.exchange,F,
kind_adj_1_form_2,kind_adj_1,kind,comparative,kinder,ECDICT.exchange,F,
kind_adj_1_form_3,kind_adj_1,kind,superlative,kindest,ECDICT.exchange,F,
respect_v_1_form_1,respect_v_1,respect,plural,respects,ECDICT.exchange,F,
respect_v_1_form_2,respect_v_1,respect,past_participle,respected,ECDICT.exchange,F,
respect_v_1_form_3,respect_v_1,respect,past,respected,ECDICT.exchange,F,
respect_v_1_form_4,respect_v_1,respect,third_person_singular,respects,ECDICT.exchange,F,
respect_v_1_form_5,respect_v_1,respect,present_participle,respecting,ECDICT.exchange,F,
culture_n_1_form_1,culture_n_1,culture,plural,cultures,ECDICT.exchange,F,
culture_n_1_form_2,culture_n_1,culture,past_participle,cultured,ECDICT.exchange,F,
culture_n_1_form_3,culture_n_1,culture,present_participle,culturing,ECDICT.exchange,F,
friendly_adj_1_form_1,friendly_adj_1,friendly,comparative,friendlier,ECDICT.exchange,F,
friendly_adj_1_form_2,friendly_adj_1,friendly,plural,friendlies,ECDICT.exchange,F,
friendly_adj_1_form_3,friendly_adj_1,friendly,superlative,friendliest,ECDICT.exchange,F,
community_n_1_form_1,community_n_1,community,plural,communities,ECDICT.exchange,F,
quiet_adj_1_form_1,quiet_adj_1,quiet,comparative,quieter,ECDICT.exchange,F,
quiet_adj_1_form_2,quiet_adj_1,quiet,superlative,quietest,ECDICT.exchange,F,
quiet_adj_1_form_3,quiet_adj_1,quiet,past,quieted,ECDICT.exchange,F,
quiet_adj_1_form_4,quiet_adj_1,quiet,present_participle,quieting,ECDICT.exchange,F,
quiet_adj_1_form_5,quiet_adj_1,quiet,third_person_singular,quiets,ECDICT.exchange,F,
quiet_adj_1_form_6,quiet_adj_1,quiet,past_participle,quieted,ECDICT.exchange,F,
role_n_1_form_1,role_n_1,role,plural,roles,ECDICT.exchange,F,
trust_n_1_form_1,trust_n_1,trust,plural,trusts,ECDICT.exchange,F,
trust_n_1_form_2,trust_n_1,trust,past_participle,trusted,ECDICT.exchange,F,
trust_n_1_form_3,trust_n_1,trust,past,trusted,ECDICT.exchange,F,
trust_n_1_form_4,trust_n_1,trust,present_participle,trusting,ECDICT.exchange,F,
trust_n_1_form_5,trust_n_1,trust,third_person_singular,trusts,ECDICT.exchange,F,
responsibility_n_1_form_1,responsibility_n_1,responsibility,plural,responsibilities,ECDICT.exchange,F,
active_adj_1_form_1,active_adj_1,active,plural,actives,ECDICT.exchange,F,
independent_adj_1_form_1,independent_adj_1,independent,plural,independents,ECDICT.exchange,F,
raise_v_1_form_1,raise_v_1,raise,past_participle,raised,ECDICT.exchange,F,
raise_v_1_form_2,raise_v_1,raise,past,raised,ECDICT.exchange,F,
raise_v_1_form_3,raise_v_1,raise,present_participle,raising,ECDICT.exchange,F,
raise_v_1_form_4,raise_v_1,raise,third_person_singular,raises,ECDICT.exchange,F,
value_n_1_form_1,value_n_1,value,plural,values,ECDICT.exchange,F,
value_n_1_form_2,value_n_1,value,past_participle,valued,ECDICT.exchange,F,
value_n_1_form_3,value_n_1,value,past,valued,ECDICT.exchange,F,
value_n_1_form_4,value_n_1,value,present_participle,valuing,ECDICT.exchange,F,
value_n_1_form_5,value_n_1,value,third_person_singular,values,ECDICT.exchange,F,
argument_n_1_form_1,argument_n_1,argument,plural,arguments,ECDICT.exchange,F,
agree_v_1_form_1,agree_v_1,agree,past_participle,agreed,ECDICT.exchange,F,
