todo_id,sense_id,headword,level_number,task_type,required_count,source_evidence_available,instructions,human_review,review_reason,status
examples_face_n_1,face_n_1,face,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_beautiful_adj_1,beautiful_adj_1,beautiful,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_youth_n_1,youth_n_1,youth,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_eye_n_1,eye_n_1,eye,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_tall_adj_1,tall_adj_1,tall,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_born_v_1,born_v_1,born,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_hair_n_1,hair_n_1,hair,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_pretty_adj_1,pretty_adj_1,pretty,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_thin_adj_1,thin_adj_1,thin,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_healthy_adj_1,healthy_adj_1,healthy,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_weak_adj_1,weak_adj_1,weak,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_hand_n_1,hand_n_1,hand,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_foot_n_1,foot_n_1,foot,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_head_n_1,head_n_1,head,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_body_n_1,body_n_1,body,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_arm_n_1,arm_n_1,arm,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_nose_n_1,nose_n_1,nose,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_mouth_n_1,mouth_n_1,mouth,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_childhood_n_1,childhood_n_1,childhood,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_skin_n_1,skin_n_1,skin,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_ear_n_1,ear_n_1,ear,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_leg_n_1,leg_n_1,leg,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_tooth_n_1,tooth_n_1,tooth,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_single_adj_1,single_adj_1,single,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_look_n_1,look_n_1,look,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_laugh_v_1,laugh_v_1,laugh,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_voice_n_1,voice_n_1,voice,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_smile_v_1,smile_v_1,smile,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_appearance_n_1,appearance_n_1,appearance,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_dead_adj_1,dead_adj_1,dead,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_male_adj_1,male_adj_1,male,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_female_adj_1,female_adj_1,female,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_cute_adj_1,cute_adj_1,cute,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_alive_adj_1,alive_adj_1,alive,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_handsome_adj_1,handsome_adj_1,handsome,2,author_practice_examples,2,F,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_elderly_adj_1,elderly_adj_1,elderly,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_pregnant_adj_1,pregnant_adj_1,pregnant,2,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_beard_n_1,beard_n_1,beard,2,author_practice_examples,2,F,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_slim_adj_1,slim_adj_1,slim,2,author_practice_examples,2,F,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_care_v_1,care_v_1,care,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_support_v_1,support_v_1,support,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_love_v_1,love_v_1,love,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_help_v_1,help_v_1,help,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_live_v_1,live_v_1,live,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_share_v_1,share_v_1,share,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_visit_v_1,visit_v_1,visit,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_meet_v_1,meet_v_1,meet,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_relationship_n_1,relationship_n_1,relationship,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_remember_v_1,remember_v_1,remember,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_know_v_1,know_v_1,know,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_nice_adj_1,nice_adj_1,nice,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_kind_adj_1,kind_adj_1,kind,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_respect_v_1,respect_v_1,respect,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_culture_n_1,culture_n_1,culture,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_friendly_adj_1,friendly_adj_1,friendly,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_community_n_1,community_n_1,community,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_quiet_adj_1,quiet_adj_1,quiet,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_role_n_1,role_n_1,role,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_trust_n_1,trust_n_1,trust,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_responsibility_n_1,responsibility_n_1,responsibility,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_active_adj_1,active_adj_1,active,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_independent_adj_1,independent_adj_1,independent,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_honest_adj_1,honest_adj_1,honest,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_raise_v_1,raise_v_1,raise,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_value_n_1,value_n_1,value,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_different_adj_1,different_adj_1,different,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_argument_n_1,argument_n_1,argument,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_agree_v_1,agree_v_1,agree,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_similar_adj_1,similar_adj_1,similar,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_polite_adj_1,polite_adj_1,polite,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_attitude_n_1,attitude_n_1,attitude,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_responsible_adj_1,responsible_adj_1,responsible,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_tradition_n_1,tradition_n_1,tradition,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_together_adv_1,together_adv_1,together,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_common_adj_1,common_adj_1,common,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_influence_n_1,influence_n_1,influence,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_protect_v_1,protect_v_1,protect,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_close_adj_1,close_adj_1,close,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_alone_adj_1,alone_adj_1,alone,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_generation_n_1,generation_n_1,generation,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_disagree_v_1,disagree_v_1,disagree,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_encourage_v_1,encourage_v_1,encourage,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_behavior_n_1,behavior_n_1,behavior,3,author_practice_examples,2,F,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_communicate_v_1,communicate_v_1,communicate,3,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_house_n_1,house_n_1,house,4,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_building_n_1,building_n_1,building,4,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_room_n_1,room_n_1,room,4,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
examples_home_n_1,home_n_1,home,4,author_practice_examples,2,T,"Write two original American-English examples for the selected sense; use source evidence only as usage guidance, not as text to lightly paraphrase.",T,Original examples and Chinese translations require content review.,pending
