id,word_id,part_of_speech,sense_number,definition_en,definition_zh,vocabulary_role,difficulty_band,cefr_level,register,is_primary,source_id,human_review,review_status
52411c24-8286-5f2d-8caf-2e2c3c6a948a,a9503178-6954-52ef-a1b9-d2df7631db13,v.,1,"to become larger, taller, or more developed",成长；长大,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
56dcf74b-2a92-52cb-a03d-4203ecb35e10,2b6435ed-c8ea-582d-850a-a5e0199eb902,n.,1,the time when a baby is born; the process of being born,出生,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
04cba3c7-2e01-5920-9389-9d285c7ef90a,0799fa25-b89f-5d03-b2c9-437b1b5f7e5b,adj.,1,weighing a lot; difficult to lift or move,重的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
edeaa218-22a5-5fb1-96ad-d20f771264ec,a238064d-9387-5cf4-9e61-889ecb45e554,adj.,1,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc.",强壮的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
ee9fa651-a20f-58d4-949e-c37d68ce5e16,d6751365-562a-53ee-a4eb-51492f88bdf0,n.,1,the measurement of how tall a person or thing is,身高；高度,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
5bafa0f3-f622-58da-ab90-bedc0ea45dd1,79413cef-e6d8-5960-b0d6-a7549a2fd493,n.,1,"the front part of the head, where the eyes, nose and mouth are",脸；面部,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
14c7a9c7-ca1f-5177-9799-bd2e2ddfb43b,c413fb20-3a0b-55d5-932a-1a04731bec9d,adj.,1,having beauty; giving pleasure to the senses or to the mind,美丽的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
f1900b28-2319-5819-b280-3b931566c3a2,465d33e7-fe18-5a77-8034-7cbb7810a3d4,n.,1,"the time of life when a person is young, especially the time before a child becomes an adult",青春时期；年轻时期,foundation,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
e2ea3ab6-9341-51b3-8d40-ff47c6858f40,faf6f852-71b5-5fbc-9a09-844ea677e9f4,n.,1,either of the two organs on the face that you see with,眼睛,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
899cf71a-9d34-55ac-972b-fd2f3cb32203,1e735186-065b-5ab4-9de9-b9f712d12944,adj.,1,having a greater than average height,高的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
9805e16b-0483-5d86-a2b7-9c9a95d8e8bc,f4a08ff5-e089-5def-99ca-e5cea9a57af3,adj.,1,brought into life by birth,出生的；天生的,foundation,4.0,A1,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
6f9ef7f1-5b8f-595d-82e6-b87eb07ba92d,93f921d3-8e28-521b-bdb2-3fcc8ba0eb73,n.,1,the substance that looks like a mass of fine threads growing on a person's head,头发,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
02e65940-25cc-5ab2-82f5-766056214ab1,be5a5850-b0c3-54e0-af4d-b69716d468e6,adj.,1,attractive without being very beautiful,漂亮的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
619174b4-e9f0-507f-98ae-45d7fc7f7c5c,17008d3d-2fb1-502c-a481-05eee3812272,adj.,1,having little fat on the body,瘦的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
3da62256-c643-5307-9958-89b6f43ba525,1aeb3361-4bac-5f9d-b4dd-a3556f0f575d,adj.,1,having good health and not likely to become ill,健康的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
f8470e60-0e8c-56bd-914e-c557612687d7,f266ac47-11b0-5e60-9a1d-437534a05ecd,adj.,1,not physically strong,虚弱的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
35493e1c-2884-5b0e-af70-68914b90ef25,797332ab-a150-5b16-8553-ea284a052e1c,n.,1,"the part of the body at the end of the arm, including the fingers and thumb",手,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
6e64c985-ff2a-5a01-9124-ecbc3646c82f,98083952-a3dd-5fae-ba0d-6b3afaa840ca,n.,1,"the lowest part of the leg, below the ankle, on which a person or an animal stands",脚,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
d1ed4a9c-7842-5414-9de5-8f400b5662f6,0628a3aa-c60d-5033-b4ba-a6e3ee73b2b7,n.,1,"the part of the body on top of the neck containing the eyes, nose, mouth and brain",头；头部,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
4d821d2d-3e86-5b54-b816-520d416ff979,15a42da7-5147-5479-9335-9f8eaaea45e2,n.,1,the whole physical structure of a human or an animal,身体,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
947e0e3a-a3f0-5bf0-af58-dc9480d04017,1cb14623-1200-5ba7-a056-f2deff8b2cff,n.,1,either of the two long parts that stick out from the top of the body and connect the shoulders to the hands,手臂,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
b484ebee-6873-5b66-94a7-25f82a549c06,3833f038-4cc6-5319-b24c-0acd97f6cae7,n.,1,"the part of the face that sticks out above the mouth, used for breathing and smelling things",鼻子,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
7c0ffc26-c970-5638-94ad-7d256b25dd8d,3c6e83b7-618d-57fa-8e52-50a19dadd32f,n.,1,"the opening in the face used for speaking, eating, etc.; the area inside the head behind this opening",嘴；口腔,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
53ad78bd-d644-5575-8cca-9fb1a76d6fcb,77ef53bb-328f-59b6-9898-d72b4e2649a4,n.,1,the period of somebody’s life when they are a child,童年,foundation,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
26738ba2-e2d0-5ccf-b434-9a93f1d9b439,0cb2efad-9d61-5b61-9d81-2797e509e2b8,n.,1,the layer of tissue that covers the body,皮肤,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
f35b3ef4-4f5c-5ac8-bdc5-585516c726c0,90585c4f-48f5-559c-8316-ea13c588c04c,n.,1,either of the organs on the sides of the head that you hear with,耳朵,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
93cf2c78-8fd9-57e9-939e-2b9da00cd239,432fe844-b79d-537b-8462-3c15ddb37834,n.,1,one of the long parts that connect the feet to the rest of the body,腿,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
450550ba-e299-5612-a11b-89aa0b30f03f,3ed5237b-36e6-53e4-8573-a966df7525fa,n.,1,any of the hard white structures in the mouth used for biting food,牙齿,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
9235cae8-7063-56ae-b9ab-674542ddf5db,d5caab91-baa7-5ed3-9797-ef9353f694aa,adj.,1,not married or in a romantic relationship,单身的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
244be9df-1d0d-5f95-99fc-c3a34f45c3f2,960743a8-92c0-5f06-b3b2-678fae636019,n.,1,a person's appearance or the expression on their face,外表；神情,foundation,4.0,A2,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
81d3908d-2fed-5641-8960-ca7e2f7e01f8,81f8e222-59c9-5600-8954-245c78d2fca4,v.,1,to make the sounds and movements of your face that show you think something is funny or silly,笑,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
67d7c662-bb72-5c82-96ce-d131dfd0e97f,b853e40a-3e3b-5721-9225-1b62770c4632,n.,1,the sound or sounds produced through the mouth by a person speaking or singing,嗓音；声音,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
5c515fef-fdba-5716-a3e1-f539ab48cdd9,31c22836-e2ed-56b7-829b-9d7232a7b38f,v.,1,to make a smile appear on your face,微笑,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
7bae26df-f96b-5fbc-93fa-34436a3a6998,dec0ef55-1ff4-5e06-9bb3-1a7e4175f022,n.,1,the way that somebody/something looks on the outside; what somebody/something seems to be,外貌；外表,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
21d515a3-1065-5124-92a7-0d45d5f10410,fe971c41-18ec-5968-808e-2fafdee79ef3,adj.,1,no longer alive,死的；失去生命的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
8eddbebf-1e55-5bce-8af8-889314c768ed,ae762a3e-e009-5dd3-8804-9667f1c5cc84,adj.,1,being a man or boy,男性的；雄性的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
9b3bbdf2-cf96-580c-a86d-84d98a4e0dae,185719ec-dd76-54c3-b2c7-0a1abafd4b3d,adj.,1,being a woman or a girl,女性的；雌性的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
a2f63f21-8d8b-50ad-bebf-8eccc7a44ad4,384ab201-b0e0-5299-ad2c-689a7b0efb69,adj.,1,pretty and attractive,可爱的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
6c5438ae-7a6f-50c2-8c81-304c517555a0,4d94db1b-86a4-5ef8-b85a-1c474b14b215,adj.,1,living; not dead,活着的,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
03331618-dfd4-56c7-b9cc-44ef66b709db,ea820e43-f956-5ddf-a55b-17b0cdc22fcb,adj.,1,pleasing in appearance especially by reason of conformity to ideals of form and proportion,英俊的,foundation,4.0,,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
8c630363-cd17-5ef2-a84d-cb971c0caf07,92616ecc-c39e-5fc4-811d-07606552fe46,adj.,1,used as a polite word for ‘old’,年长的；上了年纪的,general_ielts,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
1aca7022-2f75-5faf-a8be-707a311376d1,bead1bb2-9d85-54d4-8f75-7d8fb21e91ae,adj.,1,having a baby or young animal developing inside her/its body,怀孕的,foundation,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
f977eef8-e770-5a99-871c-37d92284bc0c,2c24318c-5c70-5e7d-9e49-4bb171c7fce1,n.,1,the hair growing on the lower part of a man's face,胡须；胡子,foundation,4.0,A2,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
10b7ebce-3330-5b7b-854a-3c42d11900f0,cf5f04de-92b8-5b10-873d-bf9e2f77e6d9,adj.,1,thin in an attractive or healthy-looking way,苗条的,foundation,4.0,A2,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
d8aa4592-9f8d-50ee-989b-e391761ce82c,9ecc3abc-0829-52c7-8751-8697a11a8a35,v.,1,to feel that something is important and worth worrying about,关心；在意,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
de4404c1-3d3b-502d-9b7a-42b14ee4769b,23949bce-ce3a-57b5-bc72-a35066f91bc4,v.,1,"to help someone emotionally, practically, or financially",支持；帮助,foundation,4.0,A2,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
a06bfa59-3158-5c65-b3e4-7f4201fd2174,9a0e9ea1-8a87-57fe-9fb5-e1ab519fc5b5,v.,1,to have very strong feelings of liking and caring for somebody,爱；喜爱,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
12de099a-b401-5b0a-ab98-9c5893ee52fa,0092299b-5d58-5fbc-b483-461323aa2602,v.,1,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,帮助,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
819d1b9f-2dfb-576c-b3fc-237c007c878f,e408406a-e69c-56d8-b603-c6db80fbfdd9,v.,1,to have your home in a particular place,居住,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
4eec6b22-7589-5961-9701-51cfa1aafedc,52bbe1ba-dfe0-5682-8d28-d234dd92867d,v.,1,"to have, use or experience something at the same time as somebody else",分享；共用,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
28173cca-fd95-5304-9bb6-3ddf5957ee80,09086ede-d825-5016-adae-e792304a9c4c,v.,1,to go to see a person or a place for a period of time,拜访；看望,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
04c7333b-d3de-5584-8bde-2e79d26e259c,18803a68-ad85-586c-bd80-ae0dd86eaf5c,v.,1,"to come together with someone, either by plan or by chance",见面；遇见,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
9cccae4b-b7b3-5314-8da7-7391d887755a,ef3e4eec-660f-511a-9450-cb498b02f6f8,n.,1,"the way in which two people, groups or countries behave towards each other or deal with each other",关系,foundation,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
dfbbd175-590c-52bf-999a-4ad8d527b299,ff5c5a2b-0d1e-509e-b69a-f709b26e8e55,v.,1,"to have or keep an image in your memory of an event, a person, a place, etc. from the past",记得；记住,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
a2580559-3afa-52ce-ab17-e8d73a0014d3,840ea61d-9926-50cc-a9c6-78e42124dade,v.,1,to have information in your mind as a result of experience or because you have learned or been told it,知道；认识,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
c9ffc9fe-0c71-5d2d-9fb6-f3a5a48f31e9,fa87be24-490e-5e28-886f-d3b40cd3fe78,adj.,1,pleasant or attractive,友好的；令人愉快的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
09d6b176-d0ed-5f51-a970-4380fe06c1ee,3a662548-5eab-5c4d-9acd-4fbf458f03ba,adj.,1,"caring about others; gentle, friendly and generous",善良的；体贴的,foundation,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
5b922210-27ca-57be-abda-0340508cbd33,20ae840a-5074-5bbb-9947-b9d46aa75b58,v.,1,to have a very good opinion of somebody/something; to admire somebody/something,尊重,foundation,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
5819dd44-6b1e-5b80-a5eb-5db36f865d87,763502c3-d16b-5dc1-8c74-3ca90e395d37,n.,1,"the customs and beliefs, art, way of life and social organization of a particular country or group",文化,general_ielts,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
65dd96a0-5d8d-55f8-803f-a93132aebd14,4c91de05-4389-59fe-9424-69c9d4370c2f,adj.,1,behaving in a kind and pleasant way because you like somebody or want to help them,友好的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
f07dcc86-acbc-5353-bc8c-3eb0a9a2bf72,5bdcd7d7-c6a7-54be-84c1-c6c99360b012,n.,1,"all the people who live in a particular area, country, etc. when talked about as a group",社区,general_ielts,4.0,A2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
26d32391-3e37-53b4-b891-29c1d9285b65,3d5de9e9-178c-585d-abe6-2b3197465c5e,adj.,1,making very little noise,安静的,foundation,4.0,A1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
e2b2450f-c8e9-50dd-ae7b-bfbc36ca2900,e14d86a7-19ea-5d2f-941d-3c756dd97e34,n.,1,the function or position someone has in a family or group,角色；职责,foundation,4.0,A2,,true,20bba4df-8a16-5e63-b73e-951692d95379,false,approved
545c08d8-78da-578e-b39f-0baf3e9cee15,e401666b-4ed6-573b-b743-53fe903ce521,n.,1,"the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you",信任,foundation,4.0,B2,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
c55f6b0b-4bde-5b39-99a7-745e348d9db4,bd507410-c747-5388-b0f3-4a5db9cfb720,n.,1,"duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong",责任,general_ielts,4.0,B1,,true,b3335777-dc5f-5448-a777-923e6115c08c,false,approved
