id,headword,display_spelling,frequency_rank,human_review
07a818ed-baa2-531f-b1b2-f3c6f728887c,chair,chair,946,false
9bb02efc-bc28-5080-8bc9-4474df8e0147,child,child,114,false
77ef53bb-328f-59b6-9898-d72b4e2649a4,childhood,childhood,2107,false
d4f34d52-0908-50c2-a547-fc46086fe3e7,clean,clean,1514,false
1f16d54c-c029-5bc3-b5f9-de9b096055b1,clock,clock,2543,false
0df5ff4f-0ce7-5d9e-a575-4eafce121c96,close,close,647,false
3f116456-fbaa-5b43-8ae2-6dd1c23f77c6,closet,closet,3473,false
9dd56963-4091-5cfc-8598-c9328312663a,comfortable,comfortable,1701,false
03e47a65-94bd-5314-ba9c-c49ff556a88a,common,common,554,false
27e5e31a-d036-5eda-b1dd-ac555a59feab,communicate,communicate,2672,false
5bdcd7d7-c6a7-54be-84c1-c6c99360b012,community,community,296,false
25e24628-0525-535a-9033-5c0b948cc182,computer,computer,580,false
9841fbff-ea14-5f8b-8d80-85930d07cb0c,cook,cook,1419,false
814d57e5-1cce-5f7f-bb93-753b8cbe4896,couch,couch,3375,false
8d608264-f4c6-5260-9778-58905566cb06,couple,couple,531,false
6c094c1b-0d76-52a0-b23a-95dbc28ac071,cousin,cousin,2714,false
763502c3-d16b-5dc1-8c74-3ca90e395d37,culture,culture,611,false
313bc46c-5adc-52d9-94a1-ea25a037017f,cup,cup,749,false
c2dde21f-2525-5d0c-929c-5008374ea58e,curtain,curtain,2492,false
384ab201-b0e0-5299-ad2c-689a7b0efb69,cute,cute,4345,false
5e796aa6-34f0-567b-8ffe-88798986783e,dad,dad,1311,false
62ef2aeb-e532-54b6-8a8a-65714fb6b524,daughter,daughter,634,false
fe971c41-18ec-5968-808e-2fafdee79ef3,dead,dead,726,false
39f02ac7-4ea4-5fb4-8a60-741474839c94,desk,desk,1659,false
2b294876-af0d-5a85-a743-4f6bdcdf5054,different,different,177,false
a30bab2a-7eb3-5356-9953-01ed66ad915a,disagree,disagree,2679,false
c61431d4-d063-50f2-b293-a5b3c3b3c117,dish,dish,1935,false
6d8bdd32-05dc-5608-a5d2-a3cc2cc16997,door,door,300,false
10556924-fc5e-5b0d-929a-7972d0753a37,drawer,drawer,4175,false
90585c4f-48f5-559c-8316-ea13c588c04c,ear,ear,1337,false
92616ecc-c39e-5fc4-811d-07606552fe46,elderly,elderly,1837,false
411b65b0-41cc-58a4-a67e-cda68f8180cd,electricity,electricity,2296,false
d863615e-dde9-5c7a-b774-98b41ce3b769,encourage,encourage,881,false
cf9ab3a3-df9d-5b34-8cab-1d7620084c19,entrance,entrance,2465,false
faf6f852-71b5-5fbc-9a09-844ea677e9f4,eye,eye,219,false
79413cef-e6d8-5960-b0d6-a7549a2fd493,face,face,282,false
b03af018-138b-5e4c-a472-5560a28b9703,family,family,147,false
980eb914-7cd7-5ffa-8097-bace94f18edf,father,father,267,false
185719ec-dd76-54c3-b2c7-0a1abafd4b3d,female,female,1396,false
8ae2bebe-efb0-587a-a9c7-4b541c3e1c60,fix,fix,1850,false
4ce5816c-d8df-5865-a8ad-6d2f70a1bb2d,floor,floor,639,false
98083952-a3dd-5fae-ba0d-6b3afaa840ca,foot,foot,380,false
5a312071-3949-57ca-8fce-85dc7e16e0e6,fork,fork,3758,false
20f47393-1f65-5240-a95d-c9ae09d40e23,fridge,fridge,5453,false
45937cfa-3396-5908-980c-8023e09ebb79,friend,friend,265,false
4c91de05-4389-59fe-9424-69c9d4370c2f,friendly,friendly,2241,false
79482d76-d0a8-56c2-9371-da200cf67baa,furniture,furniture,2428,false
aff33913-d8df-5f15-82ed-fe5d42c20062,garage,garage,3113,false
60eff5cb-a01b-512d-8db9-45ad974bb5fd,garden,garden,700,false
50d402e4-714a-58ba-9e9d-2653de24bb55,generation,generation,1026,false
b6567532-9167-5259-8671-370e6fc9effe,girl,girl,362,false
01ceabba-ba56-5378-9fc4-0ee8f44c043b,glass,glass,820,false
40b482b7-6a7b-5ad9-9d9a-78e25ce4386e,granddaughter,granddaughter,8528,false
63a7a852-b17f-50b2-b596-030f7a1b7dad,grandfather,grandfather,2950,false
80fdccb7-9b36-51e4-af3c-08942d5baf86,grandmother,grandmother,2495,false
8348132d-143f-597a-b92c-400f61838f70,grandparent,grandparent,4679,false
eaa173fe-d3da-5905-8b9a-c708616dc66d,grandson,grandson,6641,false
a9503178-6954-52ef-a1b9-d2df7631db13,grow,grow,353,false
93f921d3-8e28-521b-bdb2-3fcc8ba0eb73,hair,hair,602,false
8ceb46b7-1ef5-57a3-9687-5baf2cf56588,hall,hall,800,false
797332ab-a150-5b16-8553-ea284a052e1c,hand,hand,163,false
ea820e43-f956-5ddf-a55b-17b0cdc22fcb,handsome,handsome,3838,false
0628a3aa-c60d-5033-b4ba-a6e3ee73b2b7,head,head,209,false
1aeb3361-4bac-5f9d-b4dd-a3556f0f575d,healthy,healthy,1468,false
0799fa25-b89f-5d03-b2c9-437b1b5f7e5b,heavy,heavy,943,false
d6751365-562a-53ee-a4eb-51492f88bdf0,height,height,1913,false
0092299b-5d58-5fbc-b483-461323aa2602,help,help,167,false
53cb483c-dc1b-5294-97ab-e2d68a039a23,home,home,222,false
352e0305-d072-533d-ae73-93300bea4fb7,honest,honest,2530,false
2e52d6e5-7ac0-5e96-a7cf-d0b7762000ea,house,house,148,false
435264b6-1c58-587e-8a11-0d29278ec391,husband,husband,637,false
23981f93-59e0-5751-932f-8c60f0587997,independent,independent,1013,false
b522f587-67da-5229-acd4-050cfe9f2260,influence,influence,1061,false
d983e372-ebfd-5b0a-ab6d-e1e6cf93b269,keep,keep,156,false
3cf05b34-27f1-5512-8153-2348bf3c5785,key,key,1093,false
845637d6-e9f8-51ca-80b6-b38045e2353b,kid,kid,312,false
3a662548-5eab-5c4d-9acd-4fbf458f03ba,kind,kind,250,false
b1a8262a-e65d-5fc2-b6f9-bdf57949dd0c,kitchen,kitchen,1051,false
f0bc7598-2050-5228-81c5-52b74f1fbdd5,knife,knife,2240,false
840ea61d-9926-50cc-a9c6-78e42124dade,know,know,47,false
fae465ed-fd4c-538b-9284-4a399367e28e,lamp,lamp,3340,false
81f8e222-59c9-5600-8954-245c78d2fca4,laugh,laugh,861,false
432fe844-b79d-537b-8462-3c15ddb37834,leg,leg,851,false
0b497720-d034-5775-9bdf-53f7711fb0e6,light,light,464,false
e408406a-e69c-56d8-b603-c6db80fbfdd9,live,live,210,false
62ccba66-63e1-5e8f-a26c-383f842b0a11,lock,lock,2221,false
960743a8-92c0-5f06-b3b2-678fae636019,look,look,82,false
9a0e9ea1-8a87-57fe-9fb5-e1ab519fc5b5,love,love,390,false
ae762a3e-e009-5dd3-8804-9667f1c5cc84,male,male,1126,false
5222eec8-3263-5d43-9a1c-66ab518a8235,man,man,91,false
960cf6f5-8c18-5420-995f-c32d350ee8ec,marriage,marriage,1011,false
4c9a1056-f128-55d3-be94-90c4d1d97721,married,married,1610,false
6c0e2959-e901-5c98-aa38-63daa199beaa,mattress,mattress,6001,false
18803a68-ad85-586c-bd80-ae0dd86eaf5c,meet,meet,259,false
43142705-735b-5b38-bf1c-aaf8c586b269,mirror,mirror,1853,false
4bb7f3d5-d530-508b-9972-9105169c390c,mom,mom,1609,false
ee707d60-b7d5-5a2d-918d-5d4a8f88d83d,mother,mother,229,false
3c6e83b7-618d-57fa-8e52-50a19dadd32f,mouth,mouth,1011,false
3f354b3c-cb33-585b-953b-bd165b3254f7,move,move,207,false
cdfbf235-2779-5e22-b163-78f9b9c46ce3,name,name,271,false
84e0914a-175b-5507-bbe7-98d8c7e4b046,need,need,132,false
f3c25cb9-3068-501c-a260-bf84614f3eb2,neighbor,neighbor,1424,false
a161301c-9b89-53e0-b3cf-fe7acffc2d80,nephew,nephew,6362,false
fa87be24-490e-5e28-886f-d3b40cd3fe78,nice,nice,750,false
c3dc1d92-e848-50fc-87a4-7e1a8cb4a65e,niece,niece,7475,false
3833f038-4cc6-5319-b24c-0acd97f6cae7,nose,nose,1735,false
2cdb3814-6b80-5a57-a69b-b66805aa2456,object,object,1028,false
f6d19303-501f-5884-807a-fe16e15e6275,old,old,126,false
0c02ad94-9b78-50d4-9278-fc337fde99dd,open,open,355,false
c776fae1-9f82-5f8a-a445-e37dd3a4c364,oven,oven,2920,false
071f200f-b1a6-5478-aee0-bf9b280683ac,own,own,118,false
a717bda0-aa71-565b-970b-9e0be01e405d,pan,pan,2479,false
c7b71309-71b9-5cda-a712-b4ae6f288c90,parent,parent,327,false
8d126e0d-7b39-5dda-ab2f-9fe100a0abaf,partner,partner,1048,false
da57db1f-28d2-503f-945e-36678aa6229a,people,people,62,false
245d2d61-2f57-571e-96d1-500d63d0d20f,person,person,308,false
d734697e-1006-5bcb-a990-d8e821360538,phone,phone,557,false
cd129625-4c58-598d-b550-7c1d225d9a06,pillow,pillow,4017,false
9f70ca98-f480-5c8b-8b1f-3d2fb7039007,plate,plate,1494,false
f57a35eb-6cc2-5974-ae9d-4c829b2f0b47,polite,polite,4976,false
ff847689-fc44-5837-92d0-bc209c98a6a3,pot,pot,2235,false
bead1bb2-9d85-54d4-8f75-7d8fb21e91ae,pregnant,pregnant,2629,false
be5a5850-b0c3-54e0-af4d-b69716d468e6,pretty,pretty,797,false
034e31c9-6319-54d7-9dd1-ea86617ea1f2,protect,protect,749,false
edcf0c9a-573f-5fff-97f2-6754e696b8c8,put,put,116,false
3d5de9e9-178c-585d-abe6-2b3197465c5e,quiet,quiet,1435,false
55a191b8-aca3-5983-86db-d6e836ac6041,raise,raise,433,false
57e8ebea-ff88-5b5d-a295-e527f0b780ff,refrigerator,refrigerator,4133,false
ef3e4eec-660f-511a-9450-cb498b02f6f8,relationship,relationship,486,false
5ca7d27e-dad7-58e7-b8b1-9897bd4e9101,relative,relative,2255,false
ff5c5a2b-0d1e-509e-b69a-f709b26e8e55,remember,remember,346,false
cfa6cc5c-6913-59af-b09e-89a6239d72a2,rent,rent,2386,false
9266878e-cd95-564e-ba26-54763d8f6cac,repair,repair,2940,false
20ae840a-5074-5bbb-9947-b9d46aa75b58,respect,respect,1476,false
bd507410-c747-5388-b0f3-4a5db9cfb720,responsibility,responsibility,830,false
30fefaea-8c69-53c7-b6cc-20216cc2b80c,responsible,responsible,1054,false
e14d86a7-19ea-5d2f-941d-3c756dd97e34,role,role,451,false
4edebdaf-cd65-5cb3-aed5-452c5f4286e7,roof,roof,1879,false
f352fd4f-8eea-5dda-89cf-0ac77e1c5eb8,room,room,227,false
5a288564-bbf5-538d-8a9b-2ca79b8a619a,safe,safe,1058,false
52bbe1ba-dfe0-5682-8d28-d234dd92867d,share,share,620,false
83901906-f99a-5001-ba88-d40981e858ac,shelf,shelf,2930,false
7f0d63b4-1a36-5a19-ab14-9677464ceb23,short,short,500,false
f160e2e6-d37c-515d-a85e-2f93c574cebd,shower,shower,3204,false
6554afca-1de4-5f93-aa47-7fe4128dd87d,similar,similar,543,false
d5caab91-baa7-5ed3-9797-ef9353f694aa,single,single,569,false
db2ade4d-7860-50fb-aff3-3ee580817824,sister,sister,823,false
0cb2efad-9d61-5b61-9d81-2797e509e2b8,skin,skin,1019,false
cf5f04de-92b8-5b10-873d-bf9e2f77e6d9,slim,slim,4710,false
31c22836-e2ed-56b7-829b-9d7232a7b38f,smile,smile,892,false
07f98e2a-5567-5ffd-a60f-e45a879cef1d,soap,soap,4288,false
c3310f75-548c-56f1-b0a5-d30b04078ead,sofa,sofa,4782,false
67b1a04e-7214-510d-ad64-559dbb9af7da,son,son,481,false
8a7ffd33-6718-5094-b1ce-2a12b725d400,spoon,spoon,4339,false
3402ea87-5591-526c-85d4-b4aff8fa5823,stairs,stairs,2222,false
0a5202dd-06ae-52ee-afe7-4ad03b389f0b,stove,stove,4388,false
a238064d-9387-5cf4-9e61-889ecb45e554,strong,strong,458,false
23949bce-ce3a-57b5-bc72-a35066f91bc4,support,support,481,false
aa622e5a-89c1-56ee-941b-5fcd243b4b20,table,table,410,false
1e735186-065b-5ab4-9de9-b9f712d12944,tall,tall,1524,false
8604dd35-e3fc-542a-b60c-af331a8890d9,teenager,teenager,2440,false
7993f2f9-901d-5982-adb7-d060aba31972,television,television,794,false
17008d3d-2fb1-502c-a481-05eee3812272,thin,thin,1621,false
f08c5c97-4cd2-5139-af05-d8b46cecba6b,thing,thing,97,false
7c952027-4086-5823-8522-494ceb9d7a82,together,together,288,false
08e9e5ad-237a-57a8-b2b7-190cac42a972,toilet,toilet,3550,false
3ed5237b-36e6-53e4-8573-a966df7525fa,tooth,tooth,1747,false
e04b2858-289b-57e9-a9c8-32d5863f42bb,towel,towel,3682,false
e59dd8f9-3ba6-5c33-aa63-baa30b456fa1,tradition,tradition,1243,false
e401666b-4ed6-573b-b743-53fe903ce521,trust,trust,1160,false
850bd623-5a93-564d-9f43-1ea7bb5ff93d,twin,twin,2376,false
86c33fe3-6a67-5ac9-838f-3ec9459d32ef,uncle,uncle,2301,false
7f99c11e-7bba-54a1-b121-ad98e251189e,use,use,87,false
29a903c4-fb19-5587-9222-229b7d17e675,value,value,367,false
09086ede-d825-5016-adae-e792304a9c4c,visit,visit,867,false
b853e40a-3e3b-5721-9225-1b62770c4632,voice,voice,465,false
872620ad-9488-517e-8557-9f71574a8e8b,wall,wall,571,false
6e316533-0046-5757-bb63-6046f9193b87,wardrobe,wardrobe,5424,false
7e6b2bb1-3a64-591b-9ae5-36903309a56f,wash,wash,1853,false
ea31f02e-a17c-554b-8cd2-fe0b40abb618,water,water,226,false
f266ac47-11b0-5e60-9a1d-437534a05ecd,weak,weak,1990,false
02ed640a-e6b4-5ec4-a19a-59b9bc178d75,wife,wife,466,false
89dc6ab6-e9ea-5c37-b06d-694de25fccec,window,window,517,false
a5add6cd-d6df-551c-945d-db3f197f5196,woman,woman,111,false
94132665-bc60-5e8c-8d63-40069c39778e,yard,yard,1035,false
18265749-8be3-59a3-a27d-a100f180c535,young,young,228,false
465d33e7-fe18-5a77-8034-7cbb7810a3d4,youth,youth,1397,false
