id,sense_id,question_type_id,type_code,category,answer_form,word_id,example_id,stem,correct_answer,difficulty,is_active,generation_version,human_review,prompt_hint,translation_zh,expected_time_ms,question_type_key
3e6463ce-c553-56a9-8622-439cead6a550,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,2,2,new_word,option,67b1a04e-7214-510d-ad64-559dbb9af7da,55a07baa-7554-587b-9609-beb76cd3c10c,"Their son started school this year.

句中“son”是什么意思？",son,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他们的儿子今年开始上学。,15000,reading_comprehension
678a90e1-eeba-5a73-aff5-5220f0c0512c,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,1,1,new_word,keyboard,67b1a04e-7214-510d-ad64-559dbb9af7da,240cc669-a4f0-50e4-8a2e-fc1b617aa6e6,She has one s___ and two daughters.,son,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她有一个儿子和两个女儿。,18000,sentence_cloze_typing
e435c48b-edd5-570d-99d3-940a34dccc9e,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,3,3,new_word,keyboard,67b1a04e-7214-510d-ad64-559dbb9af7da,55a07baa-7554-587b-9609-beb76cd3c10c,Their ______ started school this year.,son,4.0,true,level_1_5_reviewed_v1,false,儿子,他们的儿子今年开始上学。,12000,sentence_cloze_typing
246f6e95-708b-54d6-8511-7939140f4f22,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,2,2,new_word,option,62ef2aeb-e532-54b6-8a8a-65714fb6b524,,person’s female child,daughter,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,女儿,12000,meaning_choice
a085881a-a29a-529e-b4ec-42f6e440715e,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,2,2,new_word,option,62ef2aeb-e532-54b6-8a8a-65714fb6b524,752a4ff3-3fee-5976-8106-cb4315490522,"His daughter loves reading before bed.

句中“daughter”是什么意思？",daughter,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他的女儿喜欢睡前阅读。,15000,reading_comprehension
7bb2e92c-32d9-5b5f-8374-e87298d6372b,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,1,1,new_word,keyboard,62ef2aeb-e532-54b6-8a8a-65714fb6b524,74b7c5ee-9444-5546-b98d-f807bbf95f41,Their d_______ is studying at college.,daughter,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,他们的女儿正在上大学。,18000,sentence_cloze_typing
7644bb03-44a7-5de6-a839-e49a822fc215,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,3,3,new_word,keyboard,62ef2aeb-e532-54b6-8a8a-65714fb6b524,752a4ff3-3fee-5976-8106-cb4315490522,His ______ loves reading before bed.,daughter,4.0,true,level_1_5_reviewed_v1,false,女儿,他的女儿喜欢睡前阅读。,12000,sentence_cloze_typing
6f882f74-3838-5709-8984-2ccc1316d14a,ea790ea2-3091-590a-9382-4a34110050b5,2,2,new_word,option,43647738-b133-5d8a-bd8f-3318808d95f5,,very young child or animal,baby,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,婴儿,12000,meaning_choice
beb268fb-6778-54d3-af24-e327fcc7856d,ea790ea2-3091-590a-9382-4a34110050b5,2,2,new_word,option,43647738-b133-5d8a-bd8f-3318808d95f5,385046d4-1de3-5412-a10b-d67b75cc895e,"The baby is sleeping in the bedroom.

句中“baby”是什么意思？",baby,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,婴儿正在卧室里睡觉。,15000,reading_comprehension
10cb411e-7b5e-5e50-ae82-0894a7f0d8ad,ea790ea2-3091-590a-9382-4a34110050b5,1,1,new_word,keyboard,43647738-b133-5d8a-bd8f-3318808d95f5,b766c7c7-4c3a-578b-9014-4283bd441c06,Please hold the b___ carefully.,baby,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,请小心抱着婴儿。,18000,sentence_cloze_typing
e6b5e7a3-5005-53f3-afbf-b0a803b59a93,ea790ea2-3091-590a-9382-4a34110050b5,3,3,new_word,keyboard,43647738-b133-5d8a-bd8f-3318808d95f5,385046d4-1de3-5412-a10b-d67b75cc895e,The ______ is sleeping in the bedroom.,baby,4.0,true,level_1_5_reviewed_v1,false,婴儿,婴儿正在卧室里睡觉。,12000,sentence_cloze_typing
a16f0f4a-b528-54c9-b651-66ab5856e4a0,bab89739-8d84-56fd-bae0-7b57f736aa43,2,2,new_word,option,e819ed39-0972-5e46-9f6e-a666bd33d521,,boy or man who has the same parents as another person,brother,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,兄弟；哥哥；弟弟,12000,meaning_choice
2247820c-8e4f-52f2-8c7b-20c3ef204bb3,bab89739-8d84-56fd-bae0-7b57f736aa43,2,2,new_word,option,e819ed39-0972-5e46-9f6e-a666bd33d521,31a34c8c-bc3d-5a0b-b205-5329e8e99554,"My brother is three years younger than me.

句中“brother”是什么意思？",brother,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我弟弟比我小三岁。,15000,reading_comprehension
a9a943fb-bd99-54d7-95cb-15fe501d3844,bab89739-8d84-56fd-bae0-7b57f736aa43,1,1,new_word,keyboard,e819ed39-0972-5e46-9f6e-a666bd33d521,08662480-53ee-5ae3-8b76-6d052805d71b,Her b______ plays basketball after school.,brother,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她哥哥放学后打篮球。,18000,sentence_cloze_typing
9c2b8354-eb7b-5b52-862a-40d1ea351a04,bab89739-8d84-56fd-bae0-7b57f736aa43,3,3,new_word,keyboard,e819ed39-0972-5e46-9f6e-a666bd33d521,31a34c8c-bc3d-5a0b-b205-5329e8e99554,My ______ is three years younger than me.,brother,4.0,true,level_1_5_reviewed_v1,false,兄弟；哥哥；弟弟,我弟弟比我小三岁。,12000,sentence_cloze_typing
17772048-03c9-5502-bc17-26a197fca9bb,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,2,2,new_word,option,5e796aa6-34f0-567b-8ffe-88798986783e,,father,dad,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,爸爸,12000,meaning_choice
fd3176fb-e5ef-50fc-ba26-43685940d103,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,2,2,new_word,option,5e796aa6-34f0-567b-8ffe-88798986783e,a4fb4928-f8ba-51d6-bf61-6a97a26ed860,"My dad drives me to school.

句中“dad”是什么意思？",dad,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我爸爸开车送我上学。,15000,reading_comprehension
d64cd412-d6a1-5228-abc9-407954e61a00,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,1,1,new_word,keyboard,5e796aa6-34f0-567b-8ffe-88798986783e,0b49b2ad-d558-56df-b4f9-78a717c28a2c,d___ is making tea in the kitchen.,dad,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,爸爸正在厨房里泡茶。,18000,sentence_cloze_typing
60aea257-80a6-5515-ad41-06ee8926982c,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,3,3,new_word,keyboard,5e796aa6-34f0-567b-8ffe-88798986783e,a4fb4928-f8ba-51d6-bf61-6a97a26ed860,My ______ drives me to school.,dad,4.0,true,level_1_5_reviewed_v1,false,爸爸,我爸爸开车送我上学。,12000,sentence_cloze_typing
3d96baff-2f16-501e-a6b2-ae43eeec7265,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,2,2,new_word,option,435264b6-1c58-587e-8a11-0d29278ec391,,the man that somebody is married to; a married man,husband,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,丈夫,12000,meaning_choice
05f234fb-0adc-5d54-9596-f4d53e0e70f9,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,2,2,new_word,option,435264b6-1c58-587e-8a11-0d29278ec391,a90bb11e-2679-5b78-801a-b246826b21fe,"Her husband works from home.

句中“husband”是什么意思？",husband,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,她丈夫在家办公。,15000,reading_comprehension
3d994ce0-6878-5771-8f87-a967741acc12,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,1,1,new_word,keyboard,435264b6-1c58-587e-8a11-0d29278ec391,4ed848d5-cf48-546c-b3ca-a3052f79e0c3,My h______ usually washes the dishes.,husband,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我丈夫通常洗碗。,18000,sentence_cloze_typing
21510c4f-b04a-56e9-a12b-a57f82f3f0a6,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,3,3,new_word,keyboard,435264b6-1c58-587e-8a11-0d29278ec391,a90bb11e-2679-5b78-801a-b246826b21fe,Her ______ works from home.,husband,4.0,true,level_1_5_reviewed_v1,false,丈夫,她丈夫在家办公。,12000,sentence_cloze_typing
c74b489d-f15e-54af-ae1d-02f6b96988e3,c64a79e5-483d-5352-b614-92ed0ffb6196,2,2,new_word,option,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,,the woman that somebody is married to; a married woman,wife,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,妻子；太太,12000,meaning_choice
d3151c5a-ad6a-5d76-94ff-a6dd2132f9d6,c64a79e5-483d-5352-b614-92ed0ffb6196,2,2,new_word,option,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,4d378faa-e59e-5652-8331-4803ab2f10bf,"His wife teaches English at a college.

句中“wife”是什么意思？",wife,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他的妻子在一所大学教英语。,15000,reading_comprehension
a64a8d0d-b15c-5767-9f56-19d25405a5bd,c64a79e5-483d-5352-b614-92ed0ffb6196,1,1,new_word,keyboard,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,790895a4-9863-5962-8c5f-1a2e0de4d37d,My w___ and I share the housework.,wife,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我和妻子分担家务。,18000,sentence_cloze_typing
fba23632-df1e-59fc-8bb7-1e4694ee93f7,c64a79e5-483d-5352-b614-92ed0ffb6196,3,3,new_word,keyboard,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,4d378faa-e59e-5652-8331-4803ab2f10bf,His ______ teaches English at a college.,wife,4.0,true,level_1_5_reviewed_v1,false,妻子；太太,他的妻子在一所大学教英语。,12000,sentence_cloze_typing
fb5a3c1d-a52c-5859-9dc0-2284bdceed42,984a8d58-de7e-54cf-96cf-391d0991b6eb,2,2,new_word,option,db2ade4d-7860-50fb-aff3-3ee580817824,,girl or woman who has the same mother and father as another person,sister,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,姐妹；姐姐；妹妹,12000,meaning_choice
36be6f6d-76e5-5ab2-9842-dafc5949d9a3,984a8d58-de7e-54cf-96cf-391d0991b6eb,2,2,new_word,option,db2ade4d-7860-50fb-aff3-3ee580817824,72569797-77c6-5600-a843-e716aca578ed,"My sister has long black hair.

句中“sister”是什么意思？",sister,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我姐姐留着黑色长发。,15000,reading_comprehension
4cdab32f-97e7-50ab-bb5f-0ce911cb2171,984a8d58-de7e-54cf-96cf-391d0991b6eb,1,1,new_word,keyboard,db2ade4d-7860-50fb-aff3-3ee580817824,0631e2de-c145-562c-a39c-aa3fa70c4286,Her s_____ lives in another city.,sister,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她妹妹住在另一个城市。,18000,sentence_cloze_typing
b6415ab0-477e-5c9d-a511-0e98fe1a6e71,984a8d58-de7e-54cf-96cf-391d0991b6eb,3,3,new_word,keyboard,db2ade4d-7860-50fb-aff3-3ee580817824,72569797-77c6-5600-a843-e716aca578ed,My ______ has long black hair.,sister,4.0,true,level_1_5_reviewed_v1,false,姐妹；姐姐；妹妹,我姐姐留着黑色长发。,12000,sentence_cloze_typing
e15375cc-a1d1-556f-9a6a-094555546800,464a2429-5933-547e-8a0a-b02f137222c7,2,2,new_word,option,8d608264-f4c6-5260-9778-58905566cb06,,two people who are married or in a romantic relationship,couple,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,夫妻；情侣,12000,meaning_choice
d77acc50-6054-5d85-8e87-4eca7c55f5ca,464a2429-5933-547e-8a0a-b02f137222c7,2,2,new_word,option,8d608264-f4c6-5260-9778-58905566cb06,aa772e08-d634-5193-915b-12f4a4b8b9c6,"The couple moved into a new house.

句中“couple”是什么意思？",couple,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,这对夫妻搬进了一所新房子。,15000,reading_comprehension
ac6c164f-3bc9-5b69-8b4a-12fe3fafa851,464a2429-5933-547e-8a0a-b02f137222c7,1,1,new_word,keyboard,8d608264-f4c6-5260-9778-58905566cb06,89808d4c-63dc-5f05-8d15-a351649cd53d,An elderly c_____ lives next door.,couple,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,一对老年夫妇住在隔壁。,18000,sentence_cloze_typing
8891fe1d-2c00-56e1-b108-44a2886ab5f1,464a2429-5933-547e-8a0a-b02f137222c7,3,3,new_word,keyboard,8d608264-f4c6-5260-9778-58905566cb06,aa772e08-d634-5193-915b-12f4a4b8b9c6,The ______ moved into a new house.,couple,4.0,true,level_1_5_reviewed_v1,false,夫妻；情侣,这对夫妻搬进了一所新房子。,12000,sentence_cloze_typing
eb1ea027-2668-5b84-8b3e-36ca6a466ecc,2581a8bc-9c9d-594a-8d91-454f0788f557,2,2,new_word,option,4c9a1056-f128-55d3-be94-90c4d1d97721,,having a husband or wife,married,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,已婚的,12000,meaning_choice
9ad6e76c-0d38-5f93-888d-4c0733f9cb03,2581a8bc-9c9d-594a-8d91-454f0788f557,2,2,new_word,option,4c9a1056-f128-55d3-be94-90c4d1d97721,0ff8cbd8-9728-55dc-b770-9282c874095f,"They have been married for ten years.

句中“married”是什么意思？",married,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他们已经结婚十年了。,15000,reading_comprehension
7b3f8f59-f47c-5c3e-9a4d-ced9f47df121,2581a8bc-9c9d-594a-8d91-454f0788f557,1,1,new_word,keyboard,4c9a1056-f128-55d3-be94-90c4d1d97721,4cdeed9e-17ae-52f4-9507-5a9dd735d092,My m______ sister lives in Boston.,married,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我已婚的姐姐住在波士顿。,18000,sentence_cloze_typing
d87eb13d-6aa9-518f-849a-e82fe7eaa708,2581a8bc-9c9d-594a-8d91-454f0788f557,3,3,new_word,keyboard,4c9a1056-f128-55d3-be94-90c4d1d97721,0ff8cbd8-9728-55dc-b770-9282c874095f,They have been ______ for ten years.,married,4.0,true,level_1_5_reviewed_v1,false,已婚的,他们已经结婚十年了。,12000,sentence_cloze_typing
1f407d2a-38c5-51e0-aa90-13ced32b0783,409986c8-ffcc-53b7-aace-b384482ff18c,2,2,new_word,option,9de3bbdc-b298-5665-8209-eab713778aeb,,fully grown person who is legally responsible for their actions,adult,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,成年人,12000,meaning_choice
ddba944d-0f24-53dd-826a-40fd51cb0b4b,409986c8-ffcc-53b7-aace-b384482ff18c,2,2,new_word,option,9de3bbdc-b298-5665-8209-eab713778aeb,2cf1d49a-1041-58be-b5db-5c88c17d29ee,"Every adult needs an identification card.

句中“adult”是什么意思？",adult,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,每个成年人都需要身份证件。,15000,reading_comprehension
407f289c-2b9b-5654-883c-e3291c2c97a5,409986c8-ffcc-53b7-aace-b384482ff18c,1,1,new_word,keyboard,9de3bbdc-b298-5665-8209-eab713778aeb,69a140db-022b-57f0-b271-9a107e32a61a,An a____ must accompany the young child.,adult,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,必须有成年人陪同这个小孩。,18000,sentence_cloze_typing
bc35e8d6-b020-5276-a1a4-62f8ba07253a,409986c8-ffcc-53b7-aace-b384482ff18c,3,3,new_word,keyboard,9de3bbdc-b298-5665-8209-eab713778aeb,2cf1d49a-1041-58be-b5db-5c88c17d29ee,Every ______ needs an identification card.,adult,4.0,true,level_1_5_reviewed_v1,false,成年人,每个成年人都需要身份证件。,12000,sentence_cloze_typing
81bba487-4170-51cb-a7ee-30d4ad7eeb28,e1bcf777-956c-5d38-a71e-250e52b99b59,2,2,new_word,option,245d2d61-2f57-571e-96d1-500d63d0d20f,,human as an individual,person,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,人；个人,12000,meaning_choice
55a6810c-37f2-5d4d-93da-79922c5cb718,e1bcf777-956c-5d38-a71e-250e52b99b59,2,2,new_word,option,245d2d61-2f57-571e-96d1-500d63d0d20f,31357da7-0403-5dba-8317-bff64813fb1f,"Only one person can enter at a time.

句中“person”是什么意思？",person,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,每次只能有一个人进入。,15000,reading_comprehension
7a210e76-4d4a-5ab9-8629-73cc8e6a53d6,e1bcf777-956c-5d38-a71e-250e52b99b59,1,1,new_word,keyboard,245d2d61-2f57-571e-96d1-500d63d0d20f,4d3603ce-141e-5be3-a0fd-849d70debdf3,She is a kind and honest p_____.,person,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她是一个善良诚实的人。,18000,sentence_cloze_typing
2751e25c-54f5-53d5-8e90-93c5ddcf517e,e1bcf777-956c-5d38-a71e-250e52b99b59,3,3,new_word,keyboard,245d2d61-2f57-571e-96d1-500d63d0d20f,31357da7-0403-5dba-8317-bff64813fb1f,Only one ______ can enter at a time.,person,4.0,true,level_1_5_reviewed_v1,false,人；个人,每次只能有一个人进入。,12000,sentence_cloze_typing
8d19e06a-081b-534e-9813-7c4342eaf9d5,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,2,2,new_word,option,d033c83a-e3c4-5238-bf32-65690bab8769,,the sister of your father or mother; the wife of your uncle or aunt,aunt,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,姑妈；姨妈；伯母；婶母,12000,meaning_choice
8b86efb0-5582-540c-84b0-fbc20942466d,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,2,2,new_word,option,d033c83a-e3c4-5238-bf32-65690bab8769,995ce595-ea67-57c8-a2d1-a5311ef7d569,"My aunt visits us every summer.

句中“aunt”是什么意思？",aunt,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我姑妈每年夏天来看我们。,15000,reading_comprehension
7a10bc16-9a26-5f31-a737-2937282b0cfe,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,1,1,new_word,keyboard,d033c83a-e3c4-5238-bf32-65690bab8769,971c7928-349f-5454-93c5-4930119dfe9f,Her a___ gave her a birthday gift.,aunt,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她姨妈送了她一份生日礼物。,18000,sentence_cloze_typing
fc9768de-a220-58eb-926c-8a80fabb2f43,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,3,3,new_word,keyboard,d033c83a-e3c4-5238-bf32-65690bab8769,995ce595-ea67-57c8-a2d1-a5311ef7d569,My ______ visits us every summer.,aunt,4.0,true,level_1_5_reviewed_v1,false,姑妈；姨妈；伯母；婶母,我姑妈每年夏天来看我们。,12000,sentence_cloze_typing
